title,subject,actual_price,actual,own_price_bin,own,meta
Canada Two Toronto,15,8550,0,1,0,0.25
Night,15,1384000,1,2,1,0.4
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",15,240000,1,1,0,0.2
Head and Bottle,15,6536000,1,2,1,0.4
Keep Me Safe,15,119556,1,1,0,0.4
Mouth #2,15,2168000,1,1,0,0.1
M-39,15,96000,1,1,0,0.1
Armenian Question,15,288000,1,1,0,0.1
Lip-biter,15,384000,1,1,0,0.4
Elemental 11,15,675,0,1,0,0.1
Interval Series apolyo,15,9000,0,1,0,0.1
Galloping Horse Blur,15,1200,0,0,0,0.05
Squirrel Hole,15,85,0,1,0,0.15
Red Scarf,15,54000,1,1,0,0.1
Prelude,15,7500,0,1,0,0.1
Asleep,15,2500,0,1,0,0.15
muse 18,15,3750,0,0,0,0.05
scarlet,15,4000,0,1,0,0.05
Sinking Ship,15,902564,1,1,0,0.05
The town sonnets,15,950,0,1,0,0.2
The girl in red,15,950,0,1,0,0.1
Hotel Window,15,26896000,1,2,1,0.1
Botticelli e Filippino,15,7000,0,1,0,0.1
Ericksons,15,10344000,1,1,0,0.1
BLUE SELLY 2,15,3200,0,1,0,0.1
Censorship,15,7500,0,1,0,0.2
You are beautiful,15,2800,0,1,0,0.1
Portrait of the Artist and His Friends,15,2618925,1,1,0,0.1
HOW MUCH,15,25,0,1,0,0.1
Chorus,15,4800,0,1,0,0.2
Tender Nurse,15,2256000,1,1,0,0.1
Morning,15,1100,0,1,0,0.15
Moth,15,747825,1,2,1,0.25
Green Dress In Blue Space,15,4500,0,1,0,0.1
Falling Figure with Bird,15,1248000,1,2,1,0.2
Those Who Are Here Again,15,824000,1,1,0,0.15
Camel Driver,15,4500,0,1,0,0.15
Portrait-2,15,950,0,1,0,0.1
1304,15,6000,0,0,0,0.15
sleepy land,15,65,0,1,0,0.5
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,15,8000,0,1,0,0.4
Mapping the Soul,15,35,0,1,0,0.1
Bobs World,15,822400,1,1,0,0.1
Recompensa,15,980,0,1,0,0.5
High Society,15,968000,1,2,1,0.15
Jasmine,15,4200,0,1,0,0.4
A Question of Balance,15,950,0,1,0,0.2
Panic,15,75,0,1,0,0.1
under the sun,15,4800,0,1,0,0.2
abstract66,15,7500,0,1,0,0.15
White line melody,15,850,0,1,0,0.2
Lavender Mist,15,420000,1,2,1,0.25
Figure 4,15,17400000,1,1,0,0.1
Sharp Angle,15,350,0,1,0,0.1
Colorado River,15,192000,1,1,0,0.1
structure I,15,50,0,1,0,0.1
Self-Portrait as Goofy-Foot,15,744000,1,1,0,0.1
tree of life,15,9000,0,1,0,0.1
Flannan,15,936000,1,1,0,0.1
Calvary,15,850,0,1,0,0.05
RED CHANGER,15,9100,0,1,0,0.05
Samurai,15,85,0,1,0,0.2
Standing Male Nude in the Shower,15,1160000,1,1,0,0.1
Folly,15,1200,0,1,0,0.15
a place,15,60,0,1,0,0.1
Nude Aqua,15,70,0,1,0,0.1
Bruce Bernard,15,119556,1,1,0,0.1
Yellow spin,15,6000,0,1,0,0.1
The still life with the flowers,15,650,0,1,0,0.15
dance in the living room,15,8000,0,1,0,0.1
Birdie View II,15,1625,0,1,0,0.1
Rhythmic Structure,15,4500,0,2,1,0.15
Dilusion,15,750,0,1,0,0.1
On The Couch,16,700,0,1,0,0.1
conversation with spoonbill,16,50,0,0,0,0.05
Nu debout,16,689600,1,0,0,0
ramana,16,9600,0,0,0,0
Captives,16,779200,1,1,0,0.2
Intruder,16,20,0,0,0,0
Midsummer Night,16,650,0,0,0,0
Waiting for the rain,16,100,0,1,0,0.01
Flor,16,800,0,0,0,0
Red Irises,16,2500,0,1,0,0.01
celestial,16,1900,0,0,0,0
Amazing land,16,89,0,0,0,0
Lotus Rising,16,14400,0,1,0,0.03
Mandala No3,16,1500,0,1,0,0.1
Quality Material,16,4408000,1,1,0,0.15
It is my thing this Evening,16,4500,0,1,0,0.01
Untitled - P137,16,1810276,1,1,0,0.1
Canada Two Toronto,16,8550,0,1,0,0.05
Night,16,1384000,1,2,1,0.2
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",16,240000,1,1,0,0.1
Head and Bottle,16,6536000,1,2,1,0.8
Keep Me Safe,16,119556,1,2,1,0.65
Mouth #2,16,2168000,1,2,1,0.5
M-39,16,96000,1,2,1,0.55
Armenian Question,16,288000,1,1,0,0.2
Lip-biter,16,384000,1,1,0,0.4
Elemental 11,16,675,0,1,0,0.25
Interval Series apolyo,16,9000,0,2,1,0.8
Galloping Horse Blur,16,1200,0,1,0,0
Squirrel Hole,16,85,0,1,0,0.01
Red Scarf,16,54000,1,1,0,0.1
Prelude,16,7500,0,1,0,0.1
Asleep,16,2500,0,1,0,0.1
muse 18,16,3750,0,1,0,0
scarlet,16,4000,0,2,1,0.4
Sinking Ship,16,902564,1,1,0,0.25
The town sonnets,16,950,0,2,1,0.3
The girl in red,16,950,0,0,0,0.01
Hotel Window,16,26896000,1,3,1,0.65
Botticelli e Filippino,16,7000,0,1,0,0.2
Ericksons,16,10344000,1,2,1,0.55
BLUE SELLY 2,16,3200,0,1,0,0.3
Censorship,16,7500,0,1,0,0.2
You are beautiful,16,2800,0,1,0,0.2
Portrait of the Artist and His Friends,16,2618925,1,2,1,0.3
HOW MUCH,16,25,0,1,0,0.05
Chorus,16,4800,0,1,0,0.2
Tender Nurse,16,2256000,1,1,0,0.1
Morning,16,1100,0,1,0,0.05
Moth,16,747825,1,1,0,0.3
Green Dress In Blue Space,16,4500,0,1,0,0.1
Falling Figure with Bird,16,1248000,1,2,1,0.25
Those Who Are Here Again,16,824000,1,2,1,0.25
Camel Driver,16,4500,0,1,0,0.1
Portrait-2,16,950,0,1,0,0.15
1304,16,6000,0,1,0,0.1
sleepy land,16,65,0,1,0,0.05
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,16,8000,0,0,0,0
Mapping the Soul,16,35,0,0,0,0
Bobs World,16,822400,1,2,1,0.4
Recompensa,16,980,0,1,0,0.2
High Society,16,968000,1,2,1,0.4
Jasmine,16,4200,0,1,0,0.1
A Question of Balance,16,950,0,1,0,0.1
Panic,16,75,0,0,0,0
under the sun,16,4800,0,1,0,0.05
abstract66,16,7500,0,1,0,0.15
White line melody,16,850,0,1,0,0.1
Lavender Mist,16,420000,1,3,1,0.5
Figure 4,16,17400000,1,2,1,0.4
Sharp Angle,16,350,0,1,0,0.02
Colorado River,16,192000,1,1,0,0.1
structure I,16,50,0,1,0,0.01
Self-Portrait as Goofy-Foot,16,744000,1,1,0,0.15
tree of life,16,9000,0,1,0,0.1
Flannan,16,936000,1,1,0,0.1
Calvary,16,850,0,1,0,0.1
RED CHANGER,16,9100,0,2,1,0.3
Samurai,16,85,0,1,0,0.02
Standing Male Nude in the Shower,16,1160000,1,1,0,0.1
Folly,16,1200,0,1,0,0.02
a place,16,60,0,1,0,0
Nude Aqua,16,70,0,1,0,0.05
Bruce Bernard,16,119556,1,2,1,0.2
Yellow spin,16,6000,0,2,1,0.5
The still life with the flowers,16,650,0,1,0,0.1
dance in the living room,16,8000,0,1,0,0.02
Birdie View II,16,1625,0,1,0,0.05
Rhythmic Structure,16,4500,0,1,0,0.1
Dilusion,16,750,0,1,0,0.03
On The Couch,17,700,0,1,0,0.4
conversation with spoonbill,17,50,0,1,0,0.5
Nu debout,17,689600,1,0,0,0.1
ramana,17,9600,0,1,0,0.1
Captives,17,779200,1,1,0,0.1
Intruder,17,20,0,1,0,0.2
Midsummer Night,17,650,0,1,0,0.25
Waiting for the rain,17,100,0,0,0,0.1
Flor,17,800,0,0,0,0.02
Red Irises,17,2500,0,0,0,0.05
celestial,17,1900,0,1,0,0.5
Amazing land,17,89,0,0,0,0.05
Lotus Rising,17,14400,0,0,0,0.05
Mandala No3,17,1500,0,0,0,0.05
Quality Material,17,4408000,1,1,0,0.5
It is my thing this Evening,17,4500,0,0,0,0.1
Untitled - P137,17,1810276,1,0,0,0.05
Canada Two Toronto,17,8550,0,0,0,0.1
Night,17,1384000,1,2,1,0.6
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",17,240000,1,0,0,0.1
Head and Bottle,17,6536000,1,3,1,0.8
Keep Me Safe,17,119556,1,1,0,0.4
Mouth #2,17,2168000,1,2,1,0.3
M-39,17,96000,1,0,0,0.05
Armenian Question,17,288000,1,1,0,0.55
Lip-biter,17,384000,1,2,1,0.6
Elemental 11,17,675,0,2,1,0.7
Interval Series apolyo,17,9000,0,2,1,0.5
Galloping Horse Blur,17,1200,0,0,0,0.1
Squirrel Hole,17,85,0,0,0,0.25
Red Scarf,17,54000,1,1,0,0.2
Prelude,17,7500,0,1,0,0.05
Asleep,17,2500,0,1,0,0.25
muse 18,17,3750,0,1,0,0.1
scarlet,17,4000,0,1,0,0.12
Sinking Ship,17,902564,1,1,0,0.25
The town sonnets,17,950,0,1,0,0.75
The girl in red,17,950,0,1,0,0.17
Hotel Window,17,26896000,1,3,1,0.75
Botticelli e Filippino,17,7000,0,1,0,0.1
Ericksons,17,10344000,1,3,1,0.75
BLUE SELLY 2,17,3200,0,1,0,0.07
Censorship,17,7500,0,2,1,0.2
You are beautiful,17,2800,0,1,0,0.25
Portrait of the Artist and His Friends,17,2618925,1,1,0,0.1
HOW MUCH,17,25,0,1,0,0.12
Chorus,17,4800,0,1,0,0.2
Tender Nurse,17,2256000,1,1,0,0.05
Morning,17,1100,0,1,0,0.02
Moth,17,747825,1,1,0,0.07
Green Dress In Blue Space,17,4500,0,1,0,0.05
Falling Figure with Bird,17,1248000,1,3,1,0.5
Those Who Are Here Again,17,824000,1,1,0,0.08
Camel Driver,17,4500,0,1,0,0.05
Portrait-2,17,950,0,1,0,0.08
1304,17,6000,0,2,1,0.7
sleepy land,17,65,0,1,0,0.05
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,17,8000,0,1,0,0.02
Mapping the Soul,17,35,0,1,0,0.08
Bobs World,17,822400,1,1,0,0.02
Recompensa,17,980,0,1,0,0.02
High Society,17,968000,1,2,1,0.25
Jasmine,17,4200,0,1,0,0.02
A Question of Balance,17,950,0,1,0,0.05
Panic,17,75,0,1,0,0.05
under the sun,17,4800,0,1,0,0.02
abstract66,17,7500,0,1,0,0.15
White line melody,17,850,0,1,0,0.02
Lavender Mist,17,420000,1,3,1,0.5
Figure 4,17,17400000,1,3,1,0.75
Sharp Angle,17,350,0,1,0,0.02
Colorado River,17,192000,1,1,0,0.02
structure I,17,50,0,1,0,0.02
Self-Portrait as Goofy-Foot,17,744000,1,1,0,0.02
tree of life,17,9000,0,1,0,0.05
Flannan,17,936000,1,3,1,0.6
Calvary,17,850,0,1,0,0.02
RED CHANGER,17,9100,0,2,1,0.15
Samurai,17,85,0,1,0,0.1
Standing Male Nude in the Shower,17,1160000,1,1,0,0.02
Folly,17,1200,0,1,0,0.02
a place,17,60,0,1,0,0.02
Nude Aqua,17,70,0,1,0,0.02
Bruce Bernard,17,119556,1,3,1,0.5
Yellow spin,17,6000,0,1,0,0.03
The still life with the flowers,17,650,0,1,0,0.2
dance in the living room,17,8000,0,1,0,0.02
Birdie View II,17,1625,0,1,0,0.02
Rhythmic Structure,17,4500,0,2,1,0.25
Dilusion,17,750,0,1,0,0.08
On The Couch,18,700,0,1,0,0.25
conversation with spoonbill,18,50,0,0,0,0.15
Nu debout,18,689600,1,1,0,0.7
ramana,18,9600,0,1,0,0.25
Captives,18,779200,1,1,0,0.4
Intruder,18,20,0,0,0,0.15
Midsummer Night,18,650,0,1,0,0.1
Waiting for the rain,18,100,0,0,0,0.1
Flor,18,800,0,1,0,0.3
Red Irises,18,2500,0,1,0,0.15
celestial,18,1900,0,0,0,0.1
Amazing land,18,89,0,0,0,0.1
Lotus Rising,18,14400,0,1,0,0.1
Mandala No3,18,1500,0,0,0,0.1
Quality Material,18,4408000,1,1,0,0.2
It is my thing this Evening,18,4500,0,1,0,0.1
Untitled - P137,18,1810276,1,1,0,0.1
Canada Two Toronto,18,8550,0,1,0,0.1
Night,18,1384000,1,1,0,0.1
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",18,240000,1,0,0,0.05
Head and Bottle,18,6536000,1,1,0,0.1
Keep Me Safe,18,119556,1,1,0,0.15
Mouth #2,18,2168000,1,1,0,0.2
M-39,18,96000,1,0,0,0.1
Armenian Question,18,288000,1,1,0,0.1
Lip-biter,18,384000,1,1,0,0.15
Elemental 11,18,675,0,1,0,0.2
Interval Series apolyo,18,9000,0,1,0,0.2
Galloping Horse Blur,18,1200,0,0,0,0.1
Squirrel Hole,18,85,0,1,0,0.2
Red Scarf,18,54000,1,1,0,0.15
Prelude,18,7500,0,1,0,0.1
Asleep,18,2500,0,1,0,0.1
muse 18,18,3750,0,1,0,0.15
scarlet,18,4000,0,1,0,0.2
Sinking Ship,18,902564,1,1,0,0.2
The town sonnets,18,950,0,1,0,0.15
The girl in red,18,950,0,1,0,0.15
Hotel Window,18,26896000,1,3,1,0.5
Botticelli e Filippino,18,7000,0,2,1,0.3
Ericksons,18,10344000,1,2,1,0.3
BLUE SELLY 2,18,3200,0,1,0,0.1
Censorship,18,7500,0,1,0,0.15
You are beautiful,18,2800,0,1,0,0.1
Portrait of the Artist and His Friends,18,2618925,1,1,0,0.15
HOW MUCH,18,25,0,0,0,0.05
Chorus,18,4800,0,1,0,0.1
Tender Nurse,18,2256000,1,1,0,0.2
Morning,18,1100,0,1,0,0.15
Moth,18,747825,1,1,0,0.2
Green Dress In Blue Space,18,4500,0,1,0,0.1
Falling Figure with Bird,18,1248000,1,2,1,0.3
Those Who Are Here Again,18,824000,1,1,0,0.3
Camel Driver,18,4500,0,1,0,0.15
Portrait-2,18,950,0,1,0,0.15
1304,18,6000,0,1,0,0.15
sleepy land,18,65,0,1,0,0.1
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,18,8000,0,1,0,0.1
Mapping the Soul,18,35,0,0,0,0.1
Bobs World,18,822400,1,1,0,0.15
Recompensa,18,980,0,1,0,0.2
High Society,18,968000,1,2,1,0.2
Jasmine,18,4200,0,1,0,0.1
A Question of Balance,18,950,0,1,0,0.1
Panic,18,75,0,1,0,0.05
under the sun,18,4800,0,2,1,0.25
abstract66,18,7500,0,2,1,0.2
White line melody,18,850,0,1,0,0.15
Lavender Mist,18,420000,1,1,0,0.15
Figure 4,18,17400000,1,2,1,0.25
Sharp Angle,18,350,0,1,0,0.05
Colorado River,18,192000,1,1,0,0.15
structure I,18,50,0,1,0,0.1
Self-Portrait as Goofy-Foot,18,744000,1,1,0,0.05
tree of life,18,9000,0,1,0,0.1
Flannan,18,936000,1,1,0,0.2
Calvary,18,850,0,1,0,0.2
Samurai,18,85,0,1,0,0.1
Standing Male Nude in the Shower,18,1160000,1,1,0,0.1
Folly,18,1200,0,1,0,0.15
a place,18,60,0,1,0,0.1
Nude Aqua,18,70,0,1,0,0.2
Bruce Bernard,18,119556,1,1,0,0.15
Yellow spin,18,6000,0,1,0,0.15
The still life with the flowers,18,650,0,1,0,0.1
dance in the living room,18,8000,0,1,0,0.15
Birdie View II,18,1625,0,1,0,0.1
Rhythmic Structure,18,4500,0,2,1,0.2
Dilusion,18,750,0,1,0,0.1
On The Couch,19,700,0,0,0,0
conversation with spoonbill,19,50,0,0,0,0
Nu debout,19,689600,1,3,1,0.4
ramana,19,9600,0,1,0,0
Captives,19,779200,1,1,0,0
Intruder,19,20,0,0,0,0
Midsummer Night,19,650,0,1,0,0
Waiting for the rain,19,100,0,0,0,0
Flor,19,800,0,0,0,0
Red Irises,19,2500,0,0,0,0
celestial,19,1900,0,0,0,0
Amazing land,19,89,0,0,0,0.05
Lotus Rising,19,14400,0,1,0,0
Mandala No3,19,1500,0,1,0,0
Quality Material,19,4408000,1,3,1,0.2
It is my thing this Evening,19,4500,0,0,0,0
Untitled - P137,19,1810276,1,3,1,0.4
Canada Two Toronto,19,8550,0,1,0,0.2
Night,19,1384000,1,2,1,0.5
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",19,240000,1,1,0,0
Head and Bottle,19,6536000,1,3,1,0.8
Keep Me Safe,19,119556,1,2,1,0.35
Mouth #2,19,2168000,1,2,1,0.25
M-39,19,96000,1,1,0,0.1
Armenian Question,19,288000,1,2,1,0.45
Lip-biter,19,384000,1,2,1,0.25
Elemental 11,19,675,0,1,0,0
Interval Series apolyo,19,9000,0,2,1,0.2
Galloping Horse Blur,19,1200,0,0,0,0
Squirrel Hole,19,85,0,0,0,0
Red Scarf,19,54000,1,1,0,0.15
Prelude,19,7500,0,1,0,0
Asleep,19,2500,0,1,0,0.05
muse 18,19,3750,0,0,0,0.05
scarlet,19,4000,0,1,0,0.05
Sinking Ship,19,902564,1,1,0,0.05
The town sonnets,19,950,0,1,0,0.1
The girl in red,19,950,0,0,0,0.1
Hotel Window,19,26896000,1,3,1,0.6
Botticelli e Filippino,19,7000,0,1,0,0.05
Ericksons,19,10344000,1,2,1,0.2
BLUE SELLY 2,19,3200,0,1,0,0.1
Censorship,19,7500,0,1,0,0
You are beautiful,19,2800,0,1,0,0.2
Portrait of the Artist and His Friends,19,2618925,1,1,0,0
HOW MUCH,19,25,0,0,0,0
Chorus,19,4800,0,0,0,0
Tender Nurse,19,2256000,1,3,1,0.4
Morning,19,1100,0,1,0,0.05
Moth,19,747825,1,1,0,0
Green Dress In Blue Space,19,4500,0,0,0,0
Falling Figure with Bird,19,1248000,1,1,0,0.15
Those Who Are Here Again,19,824000,1,2,1,0.3
Camel Driver,19,4500,0,0,0,0
Portrait-2,19,950,0,0,0,0.05
1304,19,6000,0,2,1,0.25
sleepy land,19,65,0,0,0,0
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,19,8000,0,2,1,0
Mapping the Soul,19,35,0,0,0,0
Bobs World,19,822400,1,3,1,0.35
Recompensa,19,980,0,1,0,0.1
High Society,19,968000,1,2,1,0.45
Jasmine,19,4200,0,1,0,0.1
A Question of Balance,19,950,0,0,0,0.05
Panic,19,75,0,0,0,0
under the sun,19,4800,0,1,0,0.05
abstract66,19,7500,0,1,0,0.1
White line melody,19,850,0,0,0,0.1
Lavender Mist,19,420000,1,3,1,0.9
Figure 4,19,17400000,1,3,1,0.85
Sharp Angle,19,350,0,0,0,0
Colorado River,19,192000,1,2,1,0.3
structure I,19,50,0,2,1,0
Self-Portrait as Goofy-Foot,19,744000,1,1,0,0.25
tree of life,19,9000,0,3,1,0.1
Flannan,19,936000,1,2,1,0.5
Calvary,19,850,0,0,0,0.05
RED CHANGER,19,9100,0,1,0,0.1
Samurai,19,85,0,0,0,0
Standing Male Nude in the Shower,19,1160000,1,2,1,0.4
Folly,19,1200,0,0,0,0
a place,19,60,0,0,0,0
Nude Aqua,19,70,0,0,0,0
Bruce Bernard,19,119556,1,3,1,0.8
Yellow spin,19,6000,0,1,0,0.05
The still life with the flowers,19,650,0,0,0,0
dance in the living room,19,8000,0,0,0,0
Birdie View II,19,1625,0,1,0,0.1
Rhythmic Structure,19,4500,0,3,1,0.4
Dilusion,19,750,0,0,0,0
On The Couch,20,700,0,1,0,0.58
conversation with spoonbill,20,50,0,2,1,0.8
Nu debout,20,689600,1,3,1,1
ramana,20,9600,0,0,0,0.35
Captives,20,779200,1,1,0,0.55
Intruder,20,20,0,0,0,0.4
Midsummer Night,20,650,0,1,0,0.5
Waiting for the rain,20,100,0,0,0,0.15
Flor,20,800,0,0,0,0
Red Irises,20,2500,0,1,0,0.05
celestial,20,1900,0,0,0,0.01
Amazing land,20,89,0,0,0,0.05
Lotus Rising,20,14400,0,1,0,0.4
Mandala No3,20,1500,0,1,0,0.05
Quality Material,20,4408000,1,1,0,0.15
It is my thing this Evening,20,4500,0,2,1,0.5
Untitled - P137,20,1810276,1,0,0,0.05
Canada Two Toronto,20,8550,0,2,1,0.8
Night,20,1384000,1,1,0,0.45
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",20,240000,1,1,0,0.05
Head and Bottle,20,6536000,1,1,0,0.05
Keep Me Safe,20,119556,1,1,0,0.4
Mouth #2,20,2168000,1,2,1,0.75
M-39,20,96000,1,1,0,0.4
Armenian Question,20,288000,1,2,1,0.5
Lip-biter,20,384000,1,1,0,0.25
Elemental 11,20,675,0,2,1,0.9
Interval Series apolyo,20,9000,0,2,1,0.65
Galloping Horse Blur,20,1200,0,0,0,0.3
Squirrel Hole,20,85,0,0,0,0.15
Red Scarf,20,54000,1,1,0,0.45
Prelude,20,7500,0,2,1,0.8
Asleep,20,2500,0,1,0,0.45
muse 18,20,3750,0,2,1,0.8
scarlet,20,4000,0,1,0,0.5
Sinking Ship,20,902564,1,1,0,0.1
The town sonnets,20,950,0,1,0,0.45
The girl in red,20,950,0,0,0,0.05
Hotel Window,20,26896000,1,3,1,0.9
Botticelli e Filippino,20,7000,0,1,0,0.05
Ericksons,20,10344000,1,3,1,0.8
BLUE SELLY 2,20,3200,0,1,0,0.45
Censorship,20,7500,0,3,1,0.9
You are beautiful,20,2800,0,2,1,0.65
Portrait of the Artist and His Friends,20,2618925,1,1,0,0.45
HOW MUCH,20,25,0,0,0,0.25
Chorus,20,4800,0,1,0,0.15
Tender Nurse,20,2256000,1,2,1,0.65
Morning,20,1100,0,1,0,0.4
Moth,20,747825,1,1,0,0.4
Green Dress In Blue Space,20,4500,0,1,0,0.45
Falling Figure with Bird,20,1248000,1,2,1,0.85
Those Who Are Here Again,20,824000,1,1,0,0.45
Camel Driver,20,4500,0,1,0,0.5
Portrait-2,20,950,0,1,0,0.5
1304,20,6000,0,2,1,0.8
sleepy land,20,65,0,0,0,0.1
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,20,8000,0,1,0,0.04
Mapping the Soul,20,35,0,0,0,0.01
Bobs World,20,822400,1,1,0,0.4
Recompensa,20,980,0,2,1,0.7
High Society,20,968000,1,1,0,0.2
Jasmine,20,4200,0,1,0,0.05
A Question of Balance,20,950,0,1,0,0.5
Panic,20,75,0,0,0,0.05
under the sun,20,4800,0,1,0,0.25
abstract66,20,7500,0,1,0,0.2
White line melody,20,850,0,1,0,0.6
Lavender Mist,20,420000,1,3,1,1
Figure 4,20,17400000,1,3,1,0.95
Sharp Angle,20,350,0,0,0,0.1
Colorado River,20,192000,1,1,0,0.05
structure I,20,50,0,0,0,0.05
Self-Portrait as Goofy-Foot,20,744000,1,1,0,0.1
tree of life,20,9000,0,1,0,0.05
Flannan,20,936000,1,1,0,0.1
Calvary,20,850,0,1,0,0.2
RED CHANGER,20,9100,0,2,1,0.65
Samurai,20,85,0,0,0,0.05
Standing Male Nude in the Shower,20,1160000,1,1,0,0.5
Folly,20,1200,0,2,1,0.65
a place,20,60,0,1,0,0.2
Nude Aqua,20,70,0,1,0,0.5
Bruce Bernard,20,119556,1,2,1,0.7
Yellow spin,20,6000,0,1,0,0.6
The still life with the flowers,20,650,0,1,0,0.2
dance in the living room,20,8000,0,1,0,0.35
Birdie View II,20,1625,0,1,0,0.1
Rhythmic Structure,20,4500,0,1,0,0.5
Dilusion,20,750,0,1,0,0.1
