title,subject,actual_price,actual,own_price_bin,own,meta
Captives,8,779200,1,1,0,0
Intruder,8,20,0,1,0,0.1
Midsummer Night,8,650,0,0,0,0
Waiting for the rain,8,100,0,0,0,0
Flor,8,800,0,1,0,0
Red Irises,8,2500,0,1,0,0.1
celestial,8,1900,0,1,0,0.1
Amazing land,8,89,0,0,0,0
Lotus Rising,8,14400,0,0,0,0
Mandala No3,8,1500,0,0,0,0
Quality Material,8,4408000,1,0,0,0
It is my thing this Evening,8,4500,0,0,0,0
Untitled - P137,8,1810276,1,0,0,0
Canada Two Toronto,8,8550,0,0,0,0
Night,8,1384000,1,0,0,0
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",8,240000,1,0,0,0
Head and Bottle,8,6536000,1,1,0,0.1
Keep Me Safe,8,119556,1,0,0,0
Mouth #2,8,2168000,1,0,0,0
M-39,8,96000,1,0,0,0
Armenian Question,8,288000,1,1,0,0
Lip-biter,8,384000,1,1,0,0.05
Elemental 11,8,675,0,1,0,0.02
Interval Series apolyo,8,9000,0,0,0,0.05
Galloping Horse Blur,8,1200,0,0,0,0
Squirrel Hole,8,85,0,0,0,0
Red Scarf,8,54000,1,1,0,0.1
Prelude,8,7500,0,1,0,0.1
Asleep,8,2500,0,1,0,0
muse 18,8,3750,0,1,0,0.1
scarlet,8,4000,0,1,0,0.1
Sinking Ship,8,902564,1,1,0,0
The town sonnets,8,950,0,1,0,0
The girl in red,8,950,0,1,0,0
Hotel Window,8,26896000,1,3,1,1
Botticelli e Filippino,8,7000,0,2,1,0.5
Ericksons,8,10344000,1,3,1,1
BLUE SELLY 2,8,3200,0,1,0,0.1
Censorship,8,7500,0,1,0,0
You are beautiful,8,2800,0,0,0,0
Portrait of the Artist and His Friends,8,2618925,1,2,1,0.4
HOW MUCH,8,25,0,0,0,0
Chorus,8,4800,0,1,0,0
Tender Nurse,8,2256000,1,0,0,0
Morning,8,1100,0,1,0,0
Moth,8,747825,1,1,0,0
Green Dress In Blue Space,8,4500,0,1,0,0
Falling Figure with Bird,8,1248000,1,0,0,0
Those Who Are Here Again,8,824000,1,0,0,0
Camel Driver,8,4500,0,1,0,0
Portrait-2,8,950,0,1,0,0
1304,8,6000,0,1,0,0
sleepy land,8,65,0,1,0,0
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,8,8000,0,1,0,0
Mapping the Soul,8,35,0,1,0,0
Bobs World,8,822400,1,1,0,0
Recompensa,8,980,0,1,0,0
High Society,8,968000,1,2,1,0.3
Jasmine,8,4200,0,1,0,0
A Question of Balance,8,950,0,1,0,0
Panic,8,75,0,1,0,0
under the sun,8,4800,0,1,0,0
abstract66,8,7500,0,2,1,0.5
White line melody,8,850,0,1,0,0.2
Lavender Mist,8,420000,1,2,1,0.5
Figure 4,8,17400000,1,1,0,0.1
Sharp Angle,8,350,0,1,0,0
Colorado River,8,192000,1,1,0,0
structure I,8,50,0,1,0,0
Self-Portrait as Goofy-Foot,8,744000,1,1,0,0
tree of life,8,9000,0,1,0,0
Flannan,8,936000,1,1,0,0
Calvary,8,850,0,1,0,0
RED CHANGER,8,9100,0,1,0,0
Samurai,8,85,0,1,0,0
Standing Male Nude in the Shower,8,1160000,1,1,0,0
Folly,8,1200,0,1,0,0
a place,8,60,0,1,0,0
Nude Aqua,8,70,0,1,0,0
Bruce Bernard,8,119556,1,2,1,0.5
Yellow spin,8,6000,0,1,0,0
The still life with the flowers,8,650,0,1,0,0
dance in the living room,8,8000,0,1,0,0
Birdie View II,8,1625,0,1,0,0
Rhythmic Structure,8,4500,0,1,0,0
Dilusion,8,750,0,2,1,0.1
On The Couch,9,700,0,1,0,0.1
conversation with spoonbill,9,50,0,0,0,0.05
Nu debout,9,689600,1,1,0,0.3
ramana,9,9600,0,1,0,0.2
Captives,9,779200,1,1,0,0.15
Intruder,9,20,0,0,0,0.05
Midsummer Night,9,650,0,1,0,0.1
Waiting for the rain,9,100,0,1,0,0.1
Flor,9,800,0,1,0,0.2
Red Irises,9,2500,0,1,0,0.1
celestial,9,1900,0,2,1,0.4
Amazing land,9,89,0,0,0,0.05
Lotus Rising,9,14400,0,1,0,0.1
Mandala No3,9,1500,0,1,0,0.05
Quality Material,9,4408000,1,2,1,0.5
It is my thing this Evening,9,4500,0,1,0,0.2
Untitled - P137,9,1810276,1,2,1,0.5
Canada Two Toronto,9,8550,0,1,0,0.4
Night,9,1384000,1,2,1,0.7
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",9,240000,1,1,0,0.25
Head and Bottle,9,6536000,1,3,1,0.75
Keep Me Safe,9,119556,1,2,1,0.4
Mouth #2,9,2168000,1,2,1,0.3
M-39,9,96000,1,1,0,0.25
Armenian Question,9,288000,1,1,0,0.2
Lip-biter,9,384000,1,2,1,0.5
Elemental 11,9,675,0,1,0,0.25
Interval Series apolyo,9,9000,0,2,1,0.4
Galloping Horse Blur,9,1200,0,1,0,0.15
Squirrel Hole,9,85,0,1,0,0.15
Red Scarf,9,54000,1,2,1,0.3
Prelude,9,7500,0,1,0,0.3
Asleep,9,2500,0,1,0,0.2
muse 18,9,3750,0,1,0,0.15
scarlet,9,4000,0,1,0,0.3
Sinking Ship,9,902564,1,1,0,0.2
The town sonnets,9,950,0,1,0,0.2
The girl in red,9,950,0,1,0,0.15
Hotel Window,9,26896000,1,3,1,0.6
Botticelli e Filippino,9,7000,0,1,0,0.2
Ericksons,9,10344000,1,2,1,0.5
BLUE SELLY 2,9,3200,0,1,0,0.25
Censorship,9,7500,0,2,1,0.4
You are beautiful,9,2800,0,1,0,0.2
Portrait of the Artist and His Friends,9,2618925,1,1,0,0.15
HOW MUCH,9,25,0,1,0,0.15
Chorus,9,4800,0,1,0,0.2
Tender Nurse,9,2256000,1,2,1,0.3
Morning,9,1100,0,1,0,0.2
Moth,9,747825,1,1,0,0.15
Green Dress In Blue Space,9,4500,0,1,0,0.1
Falling Figure with Bird,9,1248000,1,2,1,0.3
Those Who Are Here Again,9,824000,1,1,0,0.15
Camel Driver,9,4500,0,1,0,0.1
Portrait-2,9,950,0,1,0,0.1
1304,9,6000,0,2,1,0.4
sleepy land,9,65,0,1,0,0.1
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,9,8000,0,1,0,0.1
Mapping the Soul,9,35,0,1,0,0.05
Bobs World,9,822400,1,3,1,0.6
Recompensa,9,980,0,2,1,0.4
High Society,9,968000,1,2,1,0.4
Jasmine,9,4200,0,1,0,0.2
A Question of Balance,9,950,0,1,0,0.2
Panic,9,75,0,1,0,0.2
under the sun,9,4800,0,2,1,0.4
abstract66,9,7500,0,1,0,0.15
White line melody,9,850,0,1,0,0.25
Lavender Mist,9,420000,1,2,1,0.25
Figure 4,9,17400000,1,3,1,0.65
Sharp Angle,9,350,0,1,0,0.15
Colorado River,9,192000,1,2,1,0.3
structure I,9,50,0,1,0,0.2
Self-Portrait as Goofy-Foot,9,744000,1,1,0,0.2
tree of life,9,9000,0,1,0,0.15
Flannan,9,936000,1,2,1,0.4
Calvary,9,850,0,1,0,0.2
RED CHANGER,9,9100,0,2,1,0.3
Samurai,9,85,0,1,0,0.2
Standing Male Nude in the Shower,9,1160000,1,1,0,0.2
Folly,9,1200,0,1,0,0.15
a place,9,60,0,1,0,0.1
Nude Aqua,9,70,0,1,0,0.15
Bruce Bernard,9,119556,1,2,1,0.4
Yellow spin,9,6000,0,1,0,0.2
The still life with the flowers,9,650,0,1,0,0.2
dance in the living room,9,8000,0,1,0,0.2
Birdie View II,9,1625,0,1,0,0.2
Rhythmic Structure,9,4500,0,2,1,0.4
Dilusion,9,750,0,1,0,0.1
On The Couch,10,700,0,0,0,0
conversation with spoonbill,10,50,0,0,0,0
Nu debout,10,689600,1,0,0,0
ramana,10,9600,0,0,0,0
Captives,10,779200,1,0,0,0
Intruder,10,20,0,0,0,0
Midsummer Night,10,650,0,0,0,0
Waiting for the rain,10,100,0,0,0,0
Flor,10,800,0,0,0,0
Red Irises,10,2500,0,0,0,0
celestial,10,1900,0,0,0,0
Amazing land,10,89,0,0,0,0
Lotus Rising,10,14400,0,0,0,0
Mandala No3,10,1500,0,0,0,0
Quality Material,10,4408000,1,0,0,0
It is my thing this Evening,10,4500,0,0,0,0
Untitled - P137,10,1810276,1,0,0,0
Canada Two Toronto,10,8550,0,0,0,0
Night,10,1384000,1,0,0,0
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",10,240000,1,0,0,0
Head and Bottle,10,6536000,1,0,0,0
Keep Me Safe,10,119556,1,0,0,0
Mouth #2,10,2168000,1,0,0,0
M-39,10,96000,1,0,0,0
Armenian Question,10,288000,1,0,0,0
Lip-biter,10,384000,1,0,0,0
Elemental 11,10,675,0,0,0,0
Interval Series apolyo,10,9000,0,0,0,0
Galloping Horse Blur,10,1200,0,0,0,0
Squirrel Hole,10,85,0,0,0,0
Red Scarf,10,54000,1,0,0,0
Prelude,10,7500,0,0,0,0
Asleep,10,2500,0,0,0,0
muse 18,10,3750,0,0,0,0
scarlet,10,4000,0,0,0,0
Sinking Ship,10,902564,1,0,0,0
The town sonnets,10,950,0,0,0,0
The girl in red,10,950,0,0,0,0
Hotel Window,10,26896000,1,0,0,0
Botticelli e Filippino,10,7000,0,0,0,0
Ericksons,10,10344000,1,0,0,0
BLUE SELLY 2,10,3200,0,0,0,0
Censorship,10,7500,0,0,0,0
You are beautiful,10,2800,0,0,0,0
Portrait of the Artist and His Friends,10,2618925,1,0,0,0
HOW MUCH,10,25,0,0,0,0
Chorus,10,4800,0,0,0,0
Tender Nurse,10,2256000,1,0,0,0
Morning,10,1100,0,0,0,0
Moth,10,747825,1,0,0,0
Green Dress In Blue Space,10,4500,0,0,0,0
Falling Figure with Bird,10,1248000,1,0,0,0
Those Who Are Here Again,10,824000,1,0,0,0
Camel Driver,10,4500,0,1,0,0
Portrait-2,10,950,0,1,0,0
1304,10,6000,0,0,0,0
sleepy land,10,65,0,1,0,0
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,10,8000,0,1,0,0
Mapping the Soul,10,35,0,0,0,0
Bobs World,10,822400,1,0,0,0
Recompensa,10,980,0,0,0,0
High Society,10,968000,1,0,0,0
Jasmine,10,4200,0,0,0,0
A Question of Balance,10,950,0,0,0,0
Panic,10,75,0,0,0,0
under the sun,10,4800,0,0,0,0
abstract66,10,7500,0,0,0,0
White line melody,10,850,0,0,0,0
Lavender Mist,10,420000,1,0,0,0
Figure 4,10,17400000,1,0,0,0
Sharp Angle,10,350,0,0,0,0
Colorado River,10,192000,1,0,0,0
structure I,10,50,0,0,0,0
Self-Portrait as Goofy-Foot,10,744000,1,0,0,0
tree of life,10,9000,0,0,0,0
Flannan,10,936000,1,0,0,0
Calvary,10,850,0,0,0,0
RED CHANGER,10,9100,0,0,0,0
Samurai,10,85,0,0,0,0
Standing Male Nude in the Shower,10,1160000,1,0,0,0
Folly,10,1200,0,0,0,0
a place,10,60,0,0,0,0
Nude Aqua,10,70,0,0,0,0
Bruce Bernard,10,119556,1,0,0,0
Yellow spin,10,6000,0,0,0,0
The still life with the flowers,10,650,0,0,0,0
dance in the living room,10,8000,0,0,0,0
Birdie View II,10,1625,0,0,0,0
Rhythmic Structure,10,4500,0,0,0,0
Dilusion,10,750,0,0,0,0
On The Couch,11,700,0,1,0,0.75
conversation with spoonbill,11,50,0,2,1,0.6
Nu debout,11,689600,1,2,1,0.7
ramana,11,9600,0,1,0,0.7
Captives,11,779200,1,1,0,0.15
Intruder,11,20,0,0,0,0
Midsummer Night,11,650,0,1,0,0.3
Waiting for the rain,11,100,0,1,0,0.2
Flor,11,800,0,1,0,0.2
Red Irises,11,2500,0,1,0,0.35
celestial,11,1900,0,1,0,0.2
Amazing land,11,89,0,0,0,0
Lotus Rising,11,14400,0,1,0,0.15
Mandala No3,11,1500,0,1,0,0.2
Quality Material,11,4408000,1,0,0,0
It is my thing this Evening,11,4500,0,1,0,0.1
Untitled - P137,11,1810276,1,0,0,0
Canada Two Toronto,11,8550,0,1,0,0.1
Night,11,1384000,1,1,0,0.2
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",11,240000,1,0,0,0
Head and Bottle,11,6536000,1,1,0,0.1
Keep Me Safe,11,119556,1,0,0,0
Mouth #2,11,2168000,1,1,0,0.2
M-39,11,96000,1,0,0,0.05
Armenian Question,11,288000,1,1,0,0.05
Lip-biter,11,384000,1,1,0,0.3
Elemental 11,11,675,0,1,0,0.3
Interval Series apolyo,11,9000,0,1,0,0.4
Galloping Horse Blur,11,1200,0,0,0,0
Squirrel Hole,11,85,0,1,0,0.25
Red Scarf,11,54000,1,1,0,0.05
Prelude,11,7500,0,1,0,0.05
Asleep,11,2500,0,1,0,0.4
muse 18,11,3750,0,1,0,0.2
scarlet,11,4000,0,1,0,0.4
Sinking Ship,11,902564,1,1,0,0.3
The town sonnets,11,950,0,1,0,0.4
The girl in red,11,950,0,1,0,0.4
Hotel Window,11,26896000,1,1,0,0.4
Botticelli e Filippino,11,7000,0,1,0,0.1
Ericksons,11,10344000,1,1,0,0.2
BLUE SELLY 2,11,3200,0,2,1,0.8
Censorship,11,7500,0,1,0,0.3
You are beautiful,11,2800,0,1,0,0.2
Portrait of the Artist and His Friends,11,2618925,1,1,0,0.1
HOW MUCH,11,25,0,1,0,0.25
Chorus,11,4800,0,2,1,0.85
Tender Nurse,11,2256000,1,1,0,0.05
Morning,11,1100,0,1,0,0.4
Moth,11,747825,1,1,0,0.45
Green Dress In Blue Space,11,4500,0,1,0,0.5
Falling Figure with Bird,11,1248000,1,2,1,0.4
Those Who Are Here Again,11,824000,1,1,0,0.1
Camel Driver,11,4500,0,1,0,0.3
Portrait-2,11,950,0,1,0,0.3
1304,11,6000,0,1,0,0.1
sleepy land,11,65,0,1,0,0.1
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,11,8000,0,1,0,0.1
Mapping the Soul,11,35,0,1,0,0.1
Bobs World,11,822400,1,1,0,0.25
Recompensa,11,980,0,1,0,0.25
High Society,11,968000,1,1,0,0.25
Jasmine,11,4200,0,1,0,0.3
A Question of Balance,11,950,0,1,0,0.3
Panic,11,75,0,1,0,0.3
under the sun,11,4800,0,1,0,0.25
abstract66,11,7500,0,2,1,0.5
White line melody,11,850,0,1,0,0.2
Lavender Mist,11,420000,1,1,0,0.45
Figure 4,11,17400000,1,1,0,0.4
Sharp Angle,11,350,0,1,0,0.1
Colorado River,11,192000,1,1,0,0.2
structure I,11,50,0,1,0,0.1
Self-Portrait as Goofy-Foot,11,744000,1,1,0,0.1
tree of life,11,9000,0,1,0,0.45
Flannan,11,936000,1,1,0,0.4
Calvary,11,850,0,1,0,0.15
RED CHANGER,11,9100,0,2,1,0.2
Samurai,11,85,0,1,0,0.1
Standing Male Nude in the Shower,11,1160000,1,1,0,0.25
Folly,11,1200,0,1,0,0.1
a place,11,60,0,1,0,0.1
Nude Aqua,11,70,0,1,0,0.05
Bruce Bernard,11,119556,1,2,1,0.5
Yellow spin,11,6000,0,1,0,0.4
The still life with the flowers,11,650,0,1,0,0.4
dance in the living room,11,8000,0,1,0,0.3
Birdie View II,11,1625,0,1,0,0.25
Rhythmic Structure,11,4500,0,1,0,0.3
Dilusion,11,750,0,1,0,0.2
On The Couch,12,700,0,1,0,0.15
conversation with spoonbill,12,50,0,1,0,0.5
Nu debout,12,689600,1,0,0,0.05
ramana,12,9600,0,1,0,0.4
Captives,12,779200,1,2,1,0.6
Intruder,12,20,0,0,0,0
Midsummer Night,12,650,0,1,0,0.2
Waiting for the rain,12,100,0,0,0,0
Flor,12,800,0,0,0,0.5
Red Irises,12,2500,0,1,0,0
celestial,12,1900,0,2,1,1
Amazing land,12,89,0,1,0,0.1
Lotus Rising,12,14400,0,1,0,0.5
Mandala No3,12,1500,0,1,0,0.2
Quality Material,12,4408000,1,1,0,0.4
It is my thing this Evening,12,4500,0,1,0,0
Untitled - P137,12,1810276,1,1,0,0.4
Canada Two Toronto,12,8550,0,1,0,0
Night,12,1384000,1,1,0,0.2
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",12,240000,1,2,1,0.8
Head and Bottle,12,6536000,1,1,0,0.4
Keep Me Safe,12,119556,1,2,1,0.9
Mouth #2,12,2168000,1,2,1,0.5
M-39,12,96000,1,1,0,0
Armenian Question,12,288000,1,1,0,0.2
Lip-biter,12,384000,1,2,1,0.5
Elemental 11,12,675,0,1,0,0
Interval Series apolyo,12,9000,0,1,0,0.1
Galloping Horse Blur,12,1200,0,1,0,0.1
Squirrel Hole,12,85,0,2,1,0.2
Red Scarf,12,54000,1,2,1,0.5
Prelude,12,7500,0,1,0,0
Asleep,12,2500,0,1,0,0.2
muse 18,12,3750,0,1,0,0.15
scarlet,12,4000,0,1,0,0.1
Sinking Ship,12,902564,1,1,0,0.1
The town sonnets,12,950,0,2,1,0.5
The girl in red,12,950,0,1,0,0
Hotel Window,12,26896000,1,2,1,0.8
Botticelli e Filippino,12,7000,0,1,0,0.4
Ericksons,12,10344000,1,1,0,0.1
BLUE SELLY 2,12,3200,0,1,0,0
Censorship,12,7500,0,2,1,0.6
You are beautiful,12,2800,0,1,0,0.15
Portrait of the Artist and His Friends,12,2618925,1,2,1,0.7
HOW MUCH,12,25,0,1,0,0
Chorus,12,4800,0,2,1,0.8
Tender Nurse,12,2256000,1,1,0,0
Morning,12,1100,0,1,0,0.15
Moth,12,747825,1,1,0,0.15
Green Dress In Blue Space,12,4500,0,1,0,0.2
Falling Figure with Bird,12,1248000,1,1,0,0.4
Those Who Are Here Again,12,824000,1,2,1,0.5
Camel Driver,12,4500,0,1,0,0.1
Portrait-2,12,950,0,2,1,0.25
1304,12,6000,0,2,1,0.65
sleepy land,12,65,0,1,0,0.2
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,12,8000,0,1,0,0.1
Mapping the Soul,12,35,0,2,1,0.6
Bobs World,12,822400,1,2,1,0.6
Recompensa,12,980,0,1,0,0.2
High Society,12,968000,1,2,1,0.5
Jasmine,12,4200,0,2,1,0.5
A Question of Balance,12,950,0,2,1,0.5
Panic,12,75,0,0,0,0
under the sun,12,4800,0,1,0,0.1
abstract66,12,7500,0,1,0,0.1
Lavender Mist,12,420000,1,2,1,1
Figure 4,12,17400000,1,2,1,0.5
Sharp Angle,12,350,0,1,0,0.15
Colorado River,12,192000,1,1,0,0.2
structure I,12,50,0,1,0,0
Self-Portrait as Goofy-Foot,12,744000,1,1,0,0.1
tree of life,12,9000,0,1,0,0.1
Flannan,12,936000,1,1,0,0.25
Calvary,12,850,0,1,0,0.2
RED CHANGER,12,9100,0,1,0,0.5
Samurai,12,85,0,1,0,0
Standing Male Nude in the Shower,12,1160000,1,2,1,0.6
Folly,12,1200,0,2,1,0.5
a place,12,60,0,1,0,0
Nude Aqua,12,70,0,2,1,0.25
Bruce Bernard,12,119556,1,2,1,0.5
Yellow spin,12,6000,0,1,0,0.5
The still life with the flowers,12,650,0,1,0,0.1
dance in the living room,12,8000,0,1,0,0.5
Birdie View II,12,1625,0,1,0,0.5
Rhythmic Structure,12,4500,0,2,1,0.8
Dilusion,12,750,0,1,0,0.2
On The Couch,13,700,0,0,0,0
conversation with spoonbill,13,50,0,0,0,0
Nu debout,13,689600,1,1,0,0
ramana,13,9600,0,1,0,0.2
Captives,13,779200,1,1,0,0.5
Intruder,13,20,0,0,0,0
Midsummer Night,13,650,0,1,0,0
Waiting for the rain,13,100,0,0,0,0
Flor,13,800,0,1,0,0
Red Irises,13,2500,0,1,0,0
celestial,13,1900,0,0,0,0
Amazing land,13,89,0,0,0,0
Lotus Rising,13,14400,0,0,0,0
Mandala No3,13,1500,0,0,0,0
Quality Material,13,4408000,1,0,0,0
It is my thing this Evening,13,4500,0,0,0,0
Untitled - P137,13,1810276,1,2,1,0.5
Canada Two Toronto,13,8550,0,1,0,0.3
Night,13,1384000,1,1,0,0.25
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",13,240000,1,0,0,0
Head and Bottle,13,6536000,1,1,0,0.15
Keep Me Safe,13,119556,1,1,0,0.25
Mouth #2,13,2168000,1,1,0,0.25
M-39,13,96000,1,2,1,0.25
Armenian Question,13,288000,1,1,0,0.1
Lip-biter,13,384000,1,1,0,0.2
Elemental 11,13,675,0,1,0,0.1
Interval Series apolyo,13,9000,0,1,0,0.05
Galloping Horse Blur,13,1200,0,0,0,0
Squirrel Hole,13,85,0,1,0,0
Red Scarf,13,54000,1,0,0,0
Prelude,13,7500,0,1,0,0.1
Asleep,13,2500,0,2,1,1
scarlet,13,4000,0,2,1,0.7
Sinking Ship,13,902564,1,2,1,0.5
The town sonnets,13,950,0,1,0,0.5
The girl in red,13,950,0,1,0,0.25
Hotel Window,13,26896000,1,3,1,1
Botticelli e Filippino,13,7000,0,2,1,0.5
Ericksons,13,10344000,1,2,1,0.6
BLUE SELLY 2,13,3200,0,2,1,0.6
Censorship,13,7500,0,2,1,0.4
You are beautiful,13,2800,0,2,1,0.25
Portrait of the Artist and His Friends,13,2618925,1,2,1,0.2
HOW MUCH,13,25,0,1,0,0.1
Chorus,13,4800,0,2,1,0.25
Tender Nurse,13,2256000,1,2,1,0.5
Morning,13,1100,0,1,0,0.2
Moth,13,747825,1,1,0,0.4
Green Dress In Blue Space,13,4500,0,1,0,0.1
Falling Figure with Bird,13,1248000,1,2,1,0.5
Those Who Are Here Again,13,824000,1,2,1,0.6
Camel Driver,13,4500,0,1,0,0.2
Portrait-2,13,950,0,2,1,0.4
1304,13,6000,0,1,0,0.1
sleepy land,13,65,0,1,0,0.2
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,13,8000,0,2,1,0.1
Mapping the Soul,13,35,0,1,0,0.05
Bobs World,13,822400,1,2,1,0.2
Recompensa,13,980,0,1,0,0.2
High Society,13,968000,1,2,1,0.4
Jasmine,13,4200,0,2,1,0.6
A Question of Balance,13,950,0,2,1,0.25
Panic,13,75,0,1,0,0.1
under the sun,13,4800,0,2,1,0.2
abstract66,13,7500,0,2,1,0.7
White line melody,13,850,0,1,0,0.1
Lavender Mist,13,420000,1,2,1,0.5
Figure 4,13,17400000,1,2,1,0.1
Sharp Angle,13,350,0,1,0,0
Colorado River,13,192000,1,2,1,0.5
structure I,13,50,0,1,0,0.05
Self-Portrait as Goofy-Foot,13,744000,1,1,0,0.2
tree of life,13,9000,0,2,1,0.1
Flannan,13,936000,1,2,1,0.4
Calvary,13,850,0,2,1,0.4
RED CHANGER,13,9100,0,2,1,0.1
Samurai,13,85,0,2,1,0.1
Standing Male Nude in the Shower,13,1160000,1,2,1,0.15
Folly,13,1200,0,2,1,0.1
a place,13,60,0,1,0,0.05
Nude Aqua,13,70,0,2,1,0.1
Bruce Bernard,13,119556,1,2,1,0.25
Yellow spin,13,6000,0,2,1,0.5
The still life with the flowers,13,650,0,1,0,0.2
dance in the living room,13,8000,0,2,1,0.1
Birdie View II,13,1625,0,2,1,0.1
Rhythmic Structure,13,4500,0,1,0,0.2
Dilusion,13,750,0,1,0,0.4
On The Couch,14,700,0,1,0,0.1
conversation with spoonbill,14,50,0,2,1,0.9
Nu debout,14,689600,1,0,0,0.1
ramana,14,9600,0,1,0,0.25
Captives,14,779200,1,2,1,0.5
Intruder,14,20,0,0,0,0
Midsummer Night,14,650,0,1,0,0.1
Waiting for the rain,14,100,0,0,0,0.1
Flor,14,800,0,1,0,0.1
Red Irises,14,2500,0,1,0,0.1
celestial,14,1900,0,0,0,0
Amazing land,14,89,0,0,0,0
Lotus Rising,14,14400,0,1,0,0.2
Mandala No3,14,1500,0,1,0,0.2
Quality Material,14,4408000,1,2,1,0.5
It is my thing this Evening,14,4500,0,2,1,0.5
Untitled - P137,14,1810276,1,3,1,0.3
Canada Two Toronto,14,8550,0,1,0,0.15
Night,14,1384000,1,1,0,0.3
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",14,240000,1,1,0,0.1
Head and Bottle,14,6536000,1,2,1,0.5
Keep Me Safe,14,119556,1,1,0,0.3
Mouth #2,14,2168000,1,1,0,0.4
M-39,14,96000,1,2,1,0.2
Armenian Question,14,288000,1,1,0,0.2
Lip-biter,14,384000,1,1,0,0.2
Elemental 11,14,675,0,2,1,0.5
Interval Series apolyo,14,9000,0,1,0,0.5
Galloping Horse Blur,14,1200,0,0,0,0.05
Squirrel Hole,14,85,0,2,1,0.75
Red Scarf,14,54000,1,0,0,0.1
Prelude,14,7500,0,1,0,0.2
Asleep,14,2500,0,1,0,0.15
muse 18,14,3750,0,1,0,0.1
scarlet,14,4000,0,1,0,0.2
Sinking Ship,14,902564,1,1,0,0.1
The town sonnets,14,950,0,2,1,0.5
The girl in red,14,950,0,1,0,0.25
Hotel Window,14,26896000,1,3,1,0.8
Botticelli e Filippino,14,7000,0,1,0,0.5
Ericksons,14,10344000,1,1,0,0.2
BLUE SELLY 2,14,3200,0,1,0,0.2
Censorship,14,7500,0,2,1,0.6
You are beautiful,14,2800,0,1,0,0.1
Portrait of the Artist and His Friends,14,2618925,1,1,0,0.1
HOW MUCH,14,25,0,0,0,0.1
Chorus,14,4800,0,2,1,0.45
Tender Nurse,14,2256000,1,2,1,0.5
Morning,14,1100,0,2,1,0.5
Moth,14,747825,1,1,0,0.25
Green Dress In Blue Space,14,4500,0,1,0,0.45
Falling Figure with Bird,14,1248000,1,3,1,0.7
Those Who Are Here Again,14,824000,1,1,0,0.1
Camel Driver,14,4500,0,2,1,0.5
Portrait-2,14,950,0,1,0,0.2
1304,14,6000,0,2,1,0.6
sleepy land,14,65,0,2,1,0.5
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,14,8000,0,1,0,0.1
Mapping the Soul,14,35,0,1,0,0.3
Bobs World,14,822400,1,2,1,0.3
Recompensa,14,980,0,1,0,0.5
High Society,14,968000,1,2,1,0.9
Jasmine,14,4200,0,1,0,0.25
A Question of Balance,14,950,0,2,1,0.6
Panic,14,75,0,2,1,0.5
under the sun,14,4800,0,2,1,0.3
abstract66,14,7500,0,2,1,0.7
White line melody,14,850,0,1,0,0.1
Lavender Mist,14,420000,1,3,1,0.9
Figure 4,14,17400000,1,3,1,0.3
Sharp Angle,14,350,0,1,0,0.15
Colorado River,14,192000,1,1,0,0.3
structure I,14,50,0,3,1,0.6
Self-Portrait as Goofy-Foot,14,744000,1,0,0,0.05
tree of life,14,9000,0,2,1,0.5
Flannan,14,936000,1,3,1,0.6
Calvary,14,850,0,2,1,0.35
RED CHANGER,14,9100,0,2,1,0.5
Samurai,14,85,0,1,0,0.5
Standing Male Nude in the Shower,14,1160000,1,2,1,0.4
Folly,14,1200,0,1,0,0.25
a place,14,60,0,2,1,0.5
Nude Aqua,14,70,0,2,1,0.5
Bruce Bernard,14,119556,1,1,0,0.5
Yellow spin,14,6000,0,2,1,0.3
The still life with the flowers,14,650,0,2,1,0.5
dance in the living room,14,8000,0,2,1,0.5
Birdie View II,14,1625,0,1,0,0.1
Rhythmic Structure,14,4500,0,3,1,0.5
Dilusion,14,750,0,1,0,0.5
On The Couch,15,700,0,1,0,0.25
conversation with spoonbill,15,50,0,1,0,0.4
Nu debout,15,689600,1,2,1,0.9
ramana,15,9600,0,1,0,0.5
Captives,15,779200,1,1,0,0.3
Intruder,15,20,0,0,0,0.05
Midsummer Night,15,650,0,1,0,0.4
Waiting for the rain,15,100,0,0,0,0.3
Flor,15,800,0,0,0,0.25
Red Irises,15,2500,0,1,0,0.3
celestial,15,1900,0,1,0,0.45
Amazing land,15,89,0,0,0,0.05
Lotus Rising,15,14400,0,0,0,0.25
Mandala No3,15,1500,0,0,0,0.05
Quality Material,15,4408000,1,1,0,0.2
It is my thing this Evening,15,4500,0,0,0,0.1
Untitled - P137,15,1810276,1,1,0,0.2
