state,expt city,subject,own,meta,confidence,actual
Kentucky,Louisville,c4,0,0.5,0.8,0
Kentucky,Louisville,d10,1,0.4,0.5,0
Kentucky,Louisville,d2,0,0.5,0.5,0
Kentucky,Louisville,d3,1,0.5,0.7,0
Kentucky,Louisville,d6,0,0.5,0.5,0
Kentucky,Louisville,d6b,1,0.6,1,0
Kentucky,Louisville,d7,0,0.6,0.7,0
Kentucky,Louisville,d8,1,0.9,1,0
Kentucky,Louisville,d9,1,0.5,0.5,0
Louisiana,New_Orleans,52966,1,0.7,1,0
Louisiana,New_Orleans,sub1,1,0.7,0.6,0
Louisiana,New_Orleans,31720,0,0.5,1,0
Louisiana,New_Orleans,31828,0,0.5,1,0
Louisiana,New_Orleans,32008,0,0.5,1,0
Louisiana,New_Orleans,33550,1,0.9,1,0
Louisiana,New_Orleans,43924,0,0.1,0.8,0
Louisiana,New_Orleans,44383,1,0.8,0.7,0
Louisiana,New_Orleans,52807,0,0.55,0.95,0
Louisiana,New_Orleans,57337,0,0.6,0.7,0
Louisiana,New_Orleans,57346,1,0.8,1,0
Louisiana,New_Orleans,57394,0,0.5,0.9,0
Louisiana,New_Orleans,57427,0,0.9,1,0
Louisiana,New_Orleans,57436,0,0.5,1,0
Louisiana,New_Orleans,666,0,0.6,1,0
Louisiana,New_Orleans,a,1,0.87,1,0
Louisiana,New_Orleans,a2,0,0.95,1,0
Louisiana,New_Orleans,b2,0,0.75,0.9,0
Louisiana,New_Orleans,b3,0,0.32,0.6,0
Louisiana,New_Orleans,b4,1,0.7,0.8,0
Louisiana,New_Orleans,b5,1,0.8,0.8,0
Louisiana,New_Orleans,c1,0,0.8,1,0
Louisiana,New_Orleans,c2,0,0.8,1,0
Louisiana,New_Orleans,c3,0,0.8,0.9,0
Louisiana,New_Orleans,c4,0,0.5,1,0
Louisiana,New_Orleans,d10,1,0.8,0.6,0
Louisiana,New_Orleans,d2,0,0.5,0.5,0
Louisiana,New_Orleans,d3,1,0.6,0.6,0
Louisiana,New_Orleans,d6,1,0.9,0.9,0
Louisiana,New_Orleans,d6b,1,0.75,0.5,0
Louisiana,New_Orleans,d7,0,0.8,1,0
Louisiana,New_Orleans,d8,1,0.95,1,0
Louisiana,New_Orleans,d9,1,0.8,0.9,0
Maine,Portland,52966,1,0.55,0.7,0
Maine,Portland,sub1,1,0.7,0.8,0
Maine,Portland,31720,0,0.45,0.6,0
Maine,Portland,31828,0,0.5,1,0
Maine,Portland,32008,1,0.7,0.6,0
Maine,Portland,33550,1,0.7,0.5,0
Maine,Portland,43924,1,0.6,0.5,0
Maine,Portland,44383,1,0.6,0.6,0
Maine,Portland,52807,1,0.55,0.77,0
Maine,Portland,57337,1,0.7,0.6,0
Maine,Portland,57346,0,0.5,0.5,0
Maine,Portland,57394,0,0.6,1,0
Maine,Portland,57427,1,0.55,0.5,0
Maine,Portland,57436,0,0.4,1,0
Maine,Portland,666,0,0.5,1,0
Maine,Portland,a,1,0.8,1,0
Maine,Portland,a2,0,0.75,1,0
Maine,Portland,b2,1,0.8,1,0
Maine,Portland,b3,0,0.25,0.6,0
Maine,Portland,b4,0,0.5,0.5,0
Maine,Portland,b5,1,0.8,0.7,0
Maine,Portland,c1,0,0.4,0.7,0
Maine,Portland,c2,0,0.8,1,0
Maine,Portland,c3,1,0.9,1,0
Maine,Portland,c4,0,0.6,0.6,0
Maine,Portland,d10,1,0.85,0.5,0
Maine,Portland,d2,1,0.6,0.5,0
Maine,Portland,d3,0,0.3,0.8,0
Maine,Portland,d6,1,0.7,0.6,0
Maine,Portland,d6b,1,0.75,0.5,0
Maine,Portland,d7,0,0.8,1,0
Maine,Portland,d8,1,0.9,1,0
Maine,Portland,d9,1,0.5,0.5,0
Maryland,Baltimore,52966,1,0.8,1,0
Maryland,Baltimore,sub1,1,0.7,0.6,0
Maryland,Baltimore,31720,0,0.6,0.8,0
Maryland,Baltimore,31828,0,0.5,0.5,0
Maryland,Baltimore,32008,1,0.9,0.9,0
Maryland,Baltimore,33550,1,0.09,1,0
Maryland,Baltimore,43924,1,0.8,0.8,0
Maryland,Baltimore,44383,1,0.8,0.8,0
Maryland,Baltimore,52807,1,0.77,0.88,0
Maryland,Baltimore,57337,1,0.8,0.8,0
Maryland,Baltimore,57346,1,1,1,0
Maryland,Baltimore,57394,0,0.8,0.75,0
Maryland,Baltimore,57427,1,0.7,0.52,0
Maryland,Baltimore,57436,1,0.9,1,0
Maryland,Baltimore,666,0,0.5,1,0
Maryland,Baltimore,a,1,0.87,1,0
Maryland,Baltimore,a2,0,0.75,0.75,0
Maryland,Baltimore,b2,0,0.2,1,0
Maryland,Baltimore,b3,0,0.3,0.7,0
Maryland,Baltimore,b4,1,0.6,0.6,0
Maryland,Baltimore,b5,1,0.9,0.8,0
Maryland,Baltimore,c1,1,0.8,1,0
Maryland,Baltimore,c2,1,0.8,1,0
Maryland,Baltimore,c3,1,0.9,0.8,0
Maryland,Baltimore,c4,0,0.4,1,0
Maryland,Baltimore,d10,1,0.9,0.85,0
Maryland,Baltimore,d2,0,0.5,0.5,0
Maryland,Baltimore,d3,1,0.7,0.8,0
Maryland,Baltimore,d6,1,0.8,0.6,0
Maryland,Baltimore,d6b,1,0.75,0.75,0
Maryland,Baltimore,d7,0,0.7,1,0
Maryland,Baltimore,d8,1,0.85,1,0
Maryland,Baltimore,d9,1,0.8,0.5,0
Massachusetts,Boston,52966,1,0.95,1,1
Massachusetts,Boston,sub1,1,1,1,1
Massachusetts,Boston,31720,1,0.95,1,1
Massachusetts,Boston,31828,1,1,1,1
Massachusetts,Boston,32008,1,1,1,1
Massachusetts,Boston,33550,1,1,1,1
Massachusetts,Boston,43924,1,1,1,1
Massachusetts,Boston,44383,1,1,1,1
Massachusetts,Boston,52807,1,0.88,1,1
Massachusetts,Boston,57337,0,1,1,1
Massachusetts,Boston,57346,1,1,1,1
Massachusetts,Boston,57394,1,0.99,1,1
Massachusetts,Boston,57427,1,1,1,1
Massachusetts,Boston,57436,1,0.95,1,1
Massachusetts,Boston,666,1,1,1,1
Massachusetts,Boston,a,1,1,1,1
Massachusetts,Boston,a2,1,0.95,1,1
Massachusetts,Boston,b2,1,0.95,1,1
Massachusetts,Boston,b3,1,0.95,1,1
Massachusetts,Boston,b4,1,0.9,1,1
Massachusetts,Boston,b5,1,1,1,1
Massachusetts,Boston,c1,1,0.9,1,1
Massachusetts,Boston,c2,1,1,1,1
Massachusetts,Boston,c3,1,1,1,1
Massachusetts,Boston,c4,1,1,1,1
Massachusetts,Boston,d10,1,1,1,1
Massachusetts,Boston,d2,1,1,1,1
Massachusetts,Boston,d3,1,0.9,1,1
Massachusetts,Boston,d6,1,1,1,1
Massachusetts,Boston,d6b,1,1,1,1
Massachusetts,Boston,d7,1,1,1,1
Massachusetts,Boston,d8,1,1,1,1
Massachusetts,Boston,d9,1,1,1,1
Michigan,Detroit,52966,1,0.75,0.8,0
Michigan,Detroit,sub1,1,0.7,0.6,0
Michigan,Detroit,31720,0,0.7,0.75,0
Michigan,Detroit,31828,0,0.5,1,0
Michigan,Detroit,32008,1,0.85,0.7,0
Michigan,Detroit,33550,1,0.9,1,0
Michigan,Detroit,43924,1,0.9,0.9,0
Michigan,Detroit,44383,1,0.85,0.85,0
Michigan,Detroit,52807,1,0.88,0.99,0
Michigan,Detroit,57337,1,0.8,0.7,0
Michigan,Detroit,57346,0,0.8,1,0
Michigan,Detroit,57394,0,0.4,0.9,0
Michigan,Detroit,57427,1,0.8,0.5,0
Michigan,Detroit,57436,0,0.7,1,0
Michigan,Detroit,666,0,0.5,1,0
Michigan,Detroit,a,1,0.94,1,0
Michigan,Detroit,a2,0,0.85,0.95,0
Michigan,Detroit,b2,1,0.8,1,0
Michigan,Detroit,b3,0,0.16,0.8,0
Michigan,Detroit,b4,0,0.7,0.6,0
Michigan,Detroit,b5,1,0.85,0.9,0
Michigan,Detroit,c1,0,0.7,1,0
Michigan,Detroit,c2,0,0.7,0.7,0
Michigan,Detroit,c3,0,0.8,1,0
Michigan,Detroit,c4,0,0.4,0.7,0
Michigan,Detroit,d10,1,0.95,0.9,0
Michigan,Detroit,d2,1,0.8,0.5,0
Michigan,Detroit,d3,1,0.9,1,0
Michigan,Detroit,d6,1,0.9,1,0
Michigan,Detroit,d6b,1,0.75,0.75,0
Michigan,Detroit,d7,0,0.8,1,0
Michigan,Detroit,d8,1,0.8,0.9,0
Michigan,Detroit,d9,0,0.3,0.6,0
Minnesota,Minneapolis,52966,1,0.75,0.75,0
Minnesota,Minneapolis,sub1,0,0.6,0.6,0
Minnesota,Minneapolis,31720,1,0.6,0.6,0
Minnesota,Minneapolis,31828,0,0.5,1,0
Minnesota,Minneapolis,32008,1,0.85,0.8,0
Minnesota,Minneapolis,33550,0,0.8,1,0
Minnesota,Minneapolis,43924,1,0.8,0.8,0
Minnesota,Minneapolis,44383,1,0.7,0.65,0
Minnesota,Minneapolis,52807,0,0.44,0.66,0
Minnesota,Minneapolis,57337,1,0.4,0.6,0
Minnesota,Minneapolis,57346,1,1,1,0
Minnesota,Minneapolis,57394,0,0.5,0.5,0
Minnesota,Minneapolis,57427,0,0.85,0.65,0
Minnesota,Minneapolis,57436,0,0.7,0.9,0
Minnesota,Minneapolis,666,1,0.7,0.5,0
Minnesota,Minneapolis,a,1,0.9,0.9,0
Minnesota,Minneapolis,a2,1,0.85,0.75,0
Minnesota,Minneapolis,b2,1,0.85,1,0
Minnesota,Minneapolis,b3,1,0.6,0.5,0
Minnesota,Minneapolis,b4,1,0.8,0.6,0
Minnesota,Minneapolis,b5,1,0.75,0.6,0
Minnesota,Minneapolis,c1,0,0.7,0.7,0
Minnesota,Minneapolis,c2,1,0.7,0.6,0
Minnesota,Minneapolis,c3,1,0.8,0.7,0
Minnesota,Minneapolis,c4,0,0.8,0.6,0
Minnesota,Minneapolis,d10,1,0.95,0.9,0
Minnesota,Minneapolis,d2,0,0.8,0.5,0
Minnesota,Minneapolis,d3,1,0.9,1,0
Minnesota,Minneapolis,d6,1,0.9,1,0
Minnesota,Minneapolis,d6b,1,0.75,0.75,0
Minnesota,Minneapolis,d7,0,0.6,1,0
Minnesota,Minneapolis,d8,1,0.9,1,0
Minnesota,Minneapolis,d9,1,0.6,0.5,0
Mississippi,Jackson,52966,1,0.7,0.65,1
Mississippi,Jackson,sub1,1,0.6,0.5,1
Mississippi,Jackson,31720,1,0.55,0.55,1
Mississippi,Jackson,31828,0,0.5,1,1
Mississippi,Jackson,32008,1,0.8,0.75,1
Mississippi,Jackson,33550,0,0.7,0.8,1
Mississippi,Jackson,43924,1,0.8,0.6,1
Mississippi,Jackson,44383,0,0.5,0.5,1
Mississippi,Jackson,52807,1,0.55,0.99,1
Mississippi,Jackson,57337,0,0.9,0.5,1
Mississippi,Jackson,57346,0,0.5,0.5,1
Mississippi,Jackson,57394,1,0.6,0.6,1
Mississippi,Jackson,57427,1,0.6,0.55,1
Mississippi,Jackson,57436,1,0.6,1,1
Mississippi,Jackson,666,1,0.8,1,1
Mississippi,Jackson,a,1,0.89,0.9,1
Mississippi,Jackson,a2,1,0.7,0.6,1
Mississippi,Jackson,b2,1,0.7,0.8,1
Mississippi,Jackson,b3,1,0.73,1,1
Mississippi,Jackson,b4,0,0.4,0.7,1
Mississippi,Jackson,b5,0,0.5,0.53,1
Mississippi,Jackson,c1,1,0.75,0.8,1
Mississippi,Jackson,c2,1,0.7,0.6,1
Mississippi,Jackson,c3,1,0.8,0.6,1
Mississippi,Jackson,c4,1,0.75,0.6,1
Mississippi,Jackson,d10,1,0.7,0.5,1
Mississippi,Jackson,d2,0,0.3,0.5,1
Mississippi,Jackson,d3,0,0.5,0.5,1
Mississippi,Jackson,d6,0,0.5,0.5,1
Mississippi,Jackson,d6b,1,0.5,0.6,1
Mississippi,Jackson,d7,1,0.7,0.6,1
Mississippi,Jackson,d8,1,0.75,0.65,1
Mississippi,Jackson,d9,0,0.3,0.5,1
Missouri,Kansas_City,52966,0,0.55,0.6,0
Missouri,Kansas_City,sub1,1,0.4,0.6,0
Missouri,Kansas_City,31720,0,0.5,0.52,0
Missouri,Kansas_City,31828,0,0.5,1,0
Missouri,Kansas_City,32008,0,0.2,0.8,0
Missouri,Kansas_City,33550,1,0.9,1,0
Missouri,Kansas_City,43924,0,0.1,0.8,0
Missouri,Kansas_City,44383,0,0.3,0.6,0
Missouri,Kansas_City,52807,0,0.55,0.55,0
Missouri,Kansas_City,57337,1,0.6,0.7,0
Missouri,Kansas_City,57346,0,0.1,1,0
Missouri,Kansas_City,57394,1,0.6,0.65,0
Missouri,Kansas_City,57427,1,0.6,0.5,0
Missouri,Kansas_City,57436,0,0.2,1,0
Missouri,Kansas_City,666,0,0.6,1,0
Missouri,Kansas_City,a,0,0.45,0.9,0
Missouri,Kansas_City,a2,0,0.75,0.75,0
Missouri,Kansas_City,b2,1,0.7,0.8,0
Missouri,Kansas_City,b3,0,0.08,0.7,0
Missouri,Kansas_City,b4,1,0.2,0.8,0
Missouri,Kansas_City,b5,0,0.01,1,0
Missouri,Kansas_City,c1,0,0.5,0.5,0
Missouri,Kansas_City,c2,0,0.5,0.5,0
Missouri,Kansas_City,c3,0,0.8,0.6,0
Missouri,Kansas_City,c4,1,0.7,0.65,0
Missouri,Kansas_City,d10,1,0.4,0.5,0
Missouri,Kansas_City,d2,0,0.8,0.5,0
Missouri,Kansas_City,d3,0,0.2,1,0
Missouri,Kansas_City,d6,1,0.7,0.6,0
Missouri,Kansas_City,d6b,1,0.5,0.5,0
Missouri,Kansas_City,d7,0,0.5,0.9,0
Missouri,Kansas_City,d8,1,0.8,0.95,0
Missouri,Kansas_City,d9,1,0.5,0.5,0
Montana,Billings,52966,1,0.65,0.75,0
Montana,Billings,sub1,0,0.3,0.6,0
Montana,Billings,31720,1,0.5,0.52,0
Montana,Billings,31828,0,0.5,1,0
Montana,Billings,32008,0,0.4,1,0
Montana,Billings,33550,0,0.2,0.8,0
Montana,Billings,43924,1,0.9,0.9,0
Montana,Billings,44383,1,0.6,0.6,0
Montana,Billings,52807,0,0.44,0.88,0
Montana,Billings,57337,1,0.5,0.5,0
Montana,Billings,57346,0,0.05,0.8,0
Montana,Billings,57394,0,0.44,1,0
Montana,Billings,57427,1,0.6,0.53,0
Montana,Billings,57436,0,0.3,1,0
Montana,Billings,666,0,0.4,1,0
Montana,Billings,a,1,0.76,0.87,0
Montana,Billings,a2,1,0.6,0.8,0
Montana,Billings,b2,0,0.15,1,0
Montana,Billings,b3,0,0.34,0.5,0
Montana,Billings,b4,0,0.4,0.5,0
Montana,Billings,b5,0,0.5,1,0
Montana,Billings,c1,0,0.6,1,0
Montana,Billings,c2,1,0.5,0.5,0
Montana,Billings,c3,1,0.8,0.9,0
Montana,Billings,c4,0,0.35,1,0
Montana,Billings,d10,1,0.7,0.5,0
Montana,Billings,d2,1,0.3,0.5,0
Montana,Billings,d3,0,0.5,0.5,0
Montana,Billings,d6,0,0.5,0.5,0
Montana,Billings,d6b,0,0.5,0.5,0
Montana,Billings,d7,0,0.5,1,0
Montana,Billings,d8,0,0.65,0.75,0
Montana,Billings,d9,1,0.5,0.5,0
Nebraska,Omaha,52966,1,0.8,0.9,0
Nebraska,Omaha,sub1,1,0.7,0.7,0
Nebraska,Omaha,31720,0,0.7,0.75,0
Nebraska,Omaha,31828,1,0.5,1,0
Nebraska,Omaha,32008,0,0.6,1,0
Nebraska,Omaha,33550,1,0.8,1,0
Nebraska,Omaha,43924,0,0.2,0.9,0
Nebraska,Omaha,44383,1,0.6,0.6,0
Nebraska,Omaha,52807,1,0.66,1,0
Nebraska,Omaha,57337,1,1,0.9,0
Nebraska,Omaha,57346,0,0.01,0.5,0
Nebraska,Omaha,57394,1,0.8,0.8,0
Nebraska,Omaha,57427,1,0.7,0.6,0
Nebraska,Omaha,57436,1,0.8,0.7,0
Nebraska,Omaha,666,0,0.4,1,0
Nebraska,Omaha,a,1,0.89,1,0
Nebraska,Omaha,a2,0,0.85,0.75,0
Nebraska,Omaha,b2,1,0.4,1,0
Nebraska,Omaha,b3,1,0.53,0.5,0
Nebraska,Omaha,b4,1,0.8,1,0
Nebraska,Omaha,b5,1,0.8,0.8,0
Nebraska,Omaha,c1,0,0.8,0.7,0
Nebraska,Omaha,c2,1,0.7,0.7,0
Nebraska,Omaha,c3,1,0.8,0.9,0
Nebraska,Omaha,c4,1,0.5,0.55,0
Nebraska,Omaha,d10,0,0.6,0.5,0
Nebraska,Omaha,d2,0,0.5,0.5,0
Nebraska,Omaha,d3,1,0.7,0.9,0
Nebraska,Omaha,d6,1,0.6,0.6,0
Nebraska,Omaha,d6b,1,0.5,0.5,0
Nebraska,Omaha,d7,0,0.7,0.9,0
Nebraska,Omaha,d8,1,0.9,1,0
Nebraska,Omaha,d9,0,0.4,0.5,0
Nevada,Las_Vegas,52966,0,0.86,0.9,0
Nevada,Las_Vegas,sub1,0,0.3,0.8,0
Nevada,Las_Vegas,31720,0,0.75,0.55,0
Nevada,Las_Vegas,31828,0,0.5,1,0
Nevada,Las_Vegas,32008,0,0.8,0.8,0
Nevada,Las_Vegas,33550,1,1,1,0
Nevada,Las_Vegas,43924,0,0.8,0.7,0
Nevada,Las_Vegas,44383,1,1,1,0
Nevada,Las_Vegas,52807,0,0.77,0.99,0
Nevada,Las_Vegas,57337,1,0.8,0.6,0
Nevada,Las_Vegas,57346,0,0.8,0.8,0
Nevada,Las_Vegas,57394,0,0.15,1,0
Nevada,Las_Vegas,57427,0,0.7,1,0
Nevada,Las_Vegas,57436,0,0.2,1,0
Nevada,Las_Vegas,666,0,0.6,1,0
Nevada,Las_Vegas,a,1,0.98,1,0
Nevada,Las_Vegas,a2,0,0.85,0.95,0
Nevada,Las_Vegas,b2,0,0.5,1,0
Nevada,Las_Vegas,b3,0,0.1,1,0
Nevada,Las_Vegas,b4,1,0.9,1,0
Nevada,Las_Vegas,b5,0,0.4,1,0
Nevada,Las_Vegas,c1,0,0.85,1,0
Nevada,Las_Vegas,c2,0,0.8,0.6,0
Nevada,Las_Vegas,c3,0,0.1,1,0
Nevada,Las_Vegas,c4,0,0.35,0.8,0
Nevada,Las_Vegas,d10,1,0.6,0.5,0
Nevada,Las_Vegas,d2,1,0.7,0.6,0
Nevada,Las_Vegas,d3,1,0.7,0.8,0
Nevada,Las_Vegas,d6,1,0.9,1,0
Nevada,Las_Vegas,d6b,1,0.5,0.5,0
Nevada,Las_Vegas,d7,0,0.7,1,0
Nevada,Las_Vegas,d8,1,0.9,0.95,0
Nevada,Las_Vegas,d9,0,0.3,0.5,0
New_Hampshire,Manchester,52966,1,0.7,0.85,0
New_Hampshire,Manchester,sub1,0,0.3,0.7,0
New_Hampshire,Manchester,31720,1,0.6,0.54,0
New_Hampshire,Manchester,31828,0,0.5,1,0
New_Hampshire,Manchester,32008,0,0.6,0.8,0
New_Hampshire,Manchester,33550,1,1,1,0
New_Hampshire,Manchester,43924,1,0.8,0.8,0
New_Hampshire,Manchester,44383,1,0.8,0.9,0
New_Hampshire,Manchester,52807,0,0.33,1,0
New_Hampshire,Manchester,57337,1,0.7,0.6,0
New_Hampshire,Manchester,57346,0,0.01,1,0
New_Hampshire,Manchester,57394,0,0.8,0.85,0
New_Hampshire,Manchester,57427,1,0.6,0.5,0
New_Hampshire,Manchester,57436,0,0.3,1,0
New_Hampshire,Manchester,666,0,0.5,1,0
New_Hampshire,Manchester,a,1,0.95,1,0
New_Hampshire,Manchester,a2,0,0.6,0.6,0
New_Hampshire,Manchester,b2,0,0.4,0.7,0
New_Hampshire,Manchester,b3,1,0.78,0.8,0
New_Hampshire,Manchester,b4,1,0.7,0.5,0
New_Hampshire,Manchester,b5,0,0.7,0.51,0
New_Hampshire,Manchester,c1,1,0.6,0.6,0
New_Hampshire,Manchester,c2,1,0.7,0.7,0
New_Hampshire,Manchester,c3,1,0.8,1,0
New_Hampshire,Manchester,c4,0,0.25,0.7,0
New_Hampshire,Manchester,d10,1,0.6,0.5,0
New_Hampshire,Manchester,d2,0,0.5,0.5,0
New_Hampshire,Manchester,d3,1,0.6,0.7,0
New_Hampshire,Manchester,d6,0,0.5,1,0
New_Hampshire,Manchester,d6b,0,0.5,0.5,0
New_Hampshire,Manchester,d7,0,0.6,0.6,0
New_Hampshire,Manchester,d8,1,0.7,0.7,0
New_Hampshire,Manchester,d9,1,0.6,0.5,0
New_Jersey,Newark,52966,0,0.6,0.85,0
New_Jersey,Newark,sub1,1,0.7,0.6,0
New_Jersey,Newark,31720,0,0.65,1,0
New_Jersey,Newark,31828,0,0.5,1,0
New_Jersey,Newark,32008,0,0.45,1,0
New_Jersey,Newark,33550,1,0.6,0.5,0
New_Jersey,Newark,43924,1,0.7,0.7,0
New_Jersey,Newark,44383,0,0.6,0.7,0
New_Jersey,Newark,52807,0,0.44,1,0
New_Jersey,Newark,57337,1,0.7,0.6,0
New_Jersey,Newark,57346,0,0.01,1,0
New_Jersey,Newark,57394,0,0.38,1,0
New_Jersey,Newark,57427,1,0.6,0.5,0
New_Jersey,Newark,57436,0,0.5,1,0
New_Jersey,Newark,666,0,0.5,1,0
New_Jersey,Newark,a,1,0.81,1,0
New_Jersey,Newark,a2,0,0.75,1,0
New_Jersey,Newark,b2,1,0.8,1,0
New_Jersey,Newark,b3,1,0.73,0.6,0
New_Jersey,Newark,b4,0,0.75,1,0
New_Jersey,Newark,b5,1,0.75,0.55,0
New_Jersey,Newark,c1,0,0.4,1,0
New_Jersey,Newark,c2,1,0.5,0.7,0
New_Jersey,Newark,c3,1,0.8,0.7,0
New_Jersey,Newark,c4,0,0.2,1,0
New_Jersey,Newark,d10,1,0.8,0.8,0
New_Jersey,Newark,d2,1,0.9,1,0
New_Jersey,Newark,d3,1,0.8,0.8,0
New_Jersey,Newark,d6,1,0.8,0.9,0
New_Jersey,Newark,d6b,1,0.5,0.5,0
New_Jersey,Newark,d7,0,0.6,1,0
New_Jersey,Newark,d8,1,0.8,0.9,0
New_Jersey,Newark,d9,1,0.7,0.6,0
New_Mexico,Albuquerque,52966,0,0.65,1,0
New_Mexico,Albuquerque,sub1,1,0.7,0.8,0
New_Mexico,Albuquerque,31720,1,0.6,0.55,0
New_Mexico,Albuquerque,31828,1,0.5,1,0
New_Mexico,Albuquerque,32008,0,0.8,0.75,0
New_Mexico,Albuquerque,33550,0,0.3,0.5,0
New_Mexico,Albuquerque,43924,1,0.7,0.6,0
New_Mexico,Albuquerque,44383,1,0.7,0.7,0
New_Mexico,Albuquerque,52807,1,0.77,0.77,0
New_Mexico,Albuquerque,57337,1,0.8,0.6,0
New_Mexico,Albuquerque,57346,1,0.8,1,0
New_Mexico,Albuquerque,57394,1,0.77,1,0
New_Mexico,Albuquerque,57427,1,0.7,0.55,0
New_Mexico,Albuquerque,57436,0,0.7,0.6,0
New_Mexico,Albuquerque,666,0,0.6,1,0
New_Mexico,Albuquerque,a,1,0.9,1,0
New_Mexico,Albuquerque,a2,1,0.75,1,0
New_Mexico,Albuquerque,b2,1,0.85,1,0
New_Mexico,Albuquerque,b3,0,0.39,0.6,0
New_Mexico,Albuquerque,b4,1,0.1,0.5,0
New_Mexico,Albuquerque,b5,1,0.75,0.6,0
New_Mexico,Albuquerque,c1,0,0.8,0.9,0
New_Mexico,Albuquerque,c2,1,0.6,1,0
New_Mexico,Albuquerque,c3,1,0.8,0.9,0
New_Mexico,Albuquerque,c4,0,0.4,0.7,0
New_Mexico,Albuquerque,d10,0,0.6,1,0
New_Mexico,Albuquerque,d2,1,0.5,0.5,0
New_Mexico,Albuquerque,d3,0,0.2,0.8,0
New_Mexico,Albuquerque,d6,1,0.5,0.5,0
New_Mexico,Albuquerque,d6b,1,0.6,0.75,0
New_Mexico,Albuquerque,d7,0,0.6,0.9,0
New_Mexico,Albuquerque,d8,0,0.75,0.9,0
New_Mexico,Albuquerque,d9,1,0.5,0.5,0
New_York,New_York,52966,0,0.3,1,0
New_York,New_York,sub1,0,0.15,1,0
New_York,New_York,31720,0,0.3,1,0
New_York,New_York,31828,0,0.4,1,0
New_York,New_York,32008,0,0.8,1,0
New_York,New_York,33550,1,1,1,0
New_York,New_York,43924,0,0.9,1,0
New_York,New_York,44383,0,0.3,1,0
New_York,New_York,52807,0,0.66,0.99,0
New_York,New_York,57337,0,1,1,0
New_York,New_York,57346,0,0.01,1,0
New_York,New_York,57394,0,0.09,1,0
New_York,New_York,57427,1,0.8,0.8,0
New_York,New_York,57436,0,0.05,1,0
New_York,New_York,666,0,0.5,1,0
New_York,New_York,a,1,1,1,0
New_York,New_York,a2,0,0.95,1,0
New_York,New_York,b2,0,0.15,1,0
New_York,New_York,b3,0,0.08,1,0
New_York,New_York,b4,0,0.15,1,0
New_York,New_York,b5,0,0.05,1,0
New_York,New_York,c1,0,0.85,1,0
New_York,New_York,c2,0,0.8,1,0
New_York,New_York,c3,0,0.1,1,0
New_York,New_York,c4,0,0.15,1,0
New_York,New_York,d10,1,1,1,0
New_York,New_York,d2,1,1,1,0
New_York,New_York,d3,1,0.9,1,0
New_York,New_York,d6,1,1,1,0
New_York,New_York,d6b,1,1,1,0
New_York,New_York,d7,0,0.6,1,0
New_York,New_York,d8,0,0.4,1,0
New_York,New_York,d9,1,1,1,0
North_Carolina,Charlotte,52966,0,0.25,0.9,0
North_Carolina,Charlotte,sub1,1,0.5,0.5,0
North_Carolina,Charlotte,31720,0,0.6,0.55,0
North_Carolina,Charlotte,31828,0,0.5,0.5,0
North_Carolina,Charlotte,32008,0,0.7,0.9,0
North_Carolina,Charlotte,33550,1,0.8,1,0
North_Carolina,Charlotte,43924,1,0.7,0.6,0
North_Carolina,Charlotte,44383,1,0.7,0.8,0
North_Carolina,Charlotte,52807,1,0.55,0.55,0
North_Carolina,Charlotte,57337,1,0.7,0.6,0
North_Carolina,Charlotte,57346,1,0.98,1,0
North_Carolina,Charlotte,57394,0,0.13,1,0
North_Carolina,Charlotte,57427,1,0.7,0.53,0
North_Carolina,Charlotte,57436,0,0.4,1,0
North_Carolina,Charlotte,666,0,0.5,1,0
North_Carolina,Charlotte,a,1,0.89,1,0
North_Carolina,Charlotte,a2,0,0.9,0.95,0
North_Carolina,Charlotte,b2,1,0.7,1,0
North_Carolina,Charlotte,b3,0,0.21,0.8,0
North_Carolina,Charlotte,b4,1,0.6,0.9,0
North_Carolina,Charlotte,b5,1,0.8,0.6,0
North_Carolina,Charlotte,c1,0,0.5,0.5,0
North_Carolina,Charlotte,c2,1,0.6,1,0
North_Carolina,Charlotte,c3,1,0.9,0.9,0
North_Carolina,Charlotte,c4,0,0.35,0.7,0
North_Carolina,Charlotte,d10,1,0.8,0.5,0
North_Carolina,Charlotte,d2,0,0.2,0.5,0
North_Carolina,Charlotte,d3,1,0.9,1,0
North_Carolina,Charlotte,d6,1,0.6,0.6,0
North_Carolina,Charlotte,d6b,1,0.5,1,0
North_Carolina,Charlotte,d7,0,0.6,1,0
North_Carolina,Charlotte,d8,0,0.7,1,0
North_Carolina,Charlotte,d9,1,0.5,0.5,0
North_Dakota,Fargo,52966,0,0.6,0.6,0
North_Dakota,Fargo,sub1,0,0.6,0.5,0
North_Dakota,Fargo,31720,0,0.6,0.68,0
North_Dakota,Fargo,31828,0,0.5,1,0
North_Dakota,Fargo,32008,0,0.7,0.8,0
North_Dakota,Fargo,33550,0,0.6,0.7,0
North_Dakota,Fargo,43924,1,0.8,0.8,0
North_Dakota,Fargo,44383,0,0.05,0.5,0
North_Dakota,Fargo,52807,0,0.55,0.55,0
North_Dakota,Fargo,57337,0,0.3,0.5,0
North_Dakota,Fargo,57346,1,0.9,0.9,0
North_Dakota,Fargo,57394,0,0.2,1,0
North_Dakota,Fargo,57427,1,0.5,0.5,0
North_Dakota,Fargo,57436,0,0.5,0.5,0
