,actual,"confidence_(0.5, 0.55]","confidence_(0.55, 0.6]","confidence_(0.6, 0.65]","confidence_(0.65, 0.7]","confidence_(0.7, 0.75]","confidence_(0.75, 0.8]","confidence_(0.8, 0.85]","confidence_(0.85, 0.9]","confidence_(0.9, 0.95]","confidence_(0.95, 1.0]","sc_(0.0, 0.05]","sc_(0.05, 0.1]","sc_(0.1, 0.15]","sc_(0.15, 0.2]","sc_(0.2, 0.25]","sc_(0.25, 0.3]","sc_(0.3, 0.35]","sc_(0.35, 0.4]","sc_(0.4, 0.45]","sc_(0.45, 0.5]","sc_(0.5, 0.55]","sc_(0.55, 0.6]","sc_(0.6, 0.65]","sc_(0.65, 0.7]","sc_(0.7, 0.75]","sc_(0.75, 0.8]","sc_(0.8, 0.85]","sc_(0.85, 0.9]","sc_(0.9, 0.95]","sc_(0.95, 1.0]",number_of_participants,own,topic,mean_sc,std_sc,min_sc,p25_sc,p50_sc,p75_sc,max_sc,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_sc,skew_conf,skew_row_average,skew_row_skew,minority_percentage,real_expert_number,P_expert_number_rT,P_expert_number_rF,MEAN_P_expert_rT,MEAN_P_expert_rF,prelec_prediction,majority_prediction
Virginia,0,0.030303030303030307,0.030303030303030307,0.0,0.18181818181818185,0.0,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.030303030303030307,0.4848484848484849,0.0,0.0,0.0,0.060606060606060615,0.030303030303030307,0.030303030303030307,0.09090909090909093,0.12121212121212123,0.0,0.09090909090909093,0.0,0.24242424242424246,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.0,33,0.030303030303030307,state,0.5139393939393938,0.2499367344191751,0.0,0.30000000000000004,0.5600000000000002,0.6300000000000001,0.9499999999999996,0.8409090909090908,0.1897591176393713,0.5,0.6999999999999996,0.9499999999999996,1.0,1.0,5.744562646538024,-0.21386908995932874,-0.7195608576816367,3.5026795600427474,1.1914980937828397,0.03030303030303028,0,0,0.0,0,0,0,0
Washington,0,0.030303030303030307,0.12121212121212123,0.0,0.09090909090909093,0.030303030303030307,0.12121212121212123,0.0,0.12121212121212123,0.030303030303030307,0.3939393939393939,0.0,0.030303030303030307,0.0,0.030303030303030307,0.060606060606060615,0.0,0.060606060606060615,0.060606060606060615,0.0,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.0,0.15151515151515152,0.060606060606060615,0.18181818181818185,0.030303030303030307,0.24242424242424246,0.0,0.0,33,0.696969696969697,state,0.6551515151515152,0.2452565138294141,0.10000000000000003,0.5,0.75,0.8500000000000004,0.8999999999999995,0.8345454545454549,0.1746620112726811,0.5,0.6999999999999996,0.8999999999999995,1.0,1.0,-0.8985654162419018,-0.904059537333204,-0.6004590368702741,2.8604627752647453,1.139949531617602,0.3030303030303029,4,0,10.0,0,0,0,1
Wellington is located on New Zealand's North Island.,1,0.0,0.1794871794871795,0.0,0.10256410256410256,0.0,0.05128205128205128,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.10256410256410256,0.02564102564102564,0.4615384615384616,0.02564102564102564,0.1282051282051282,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.0,0.0,0.07692307692307693,0.0,0.02564102564102564,39,0.7179487179487181,trivia_newz,0.5648717948717951,0.1538945605357223,0.30000000000000016,0.5,0.5,0.6000000000000003,1.0,0.5769230769230768,0.12452338284231572,0.5,0.5,0.5,0.6000000000000003,1.0,-1.0078500945374314,1.279702388781814,1.8427187827810103,2.86637168558292,-0.3874645507009084,0.2820512820512822,0,3,0.0,0,3,1,1
West_Virginia,1,0.060606060606060615,0.21212121212121213,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.18181818181818185,0.0,0.030303030303030307,0.0,0.18181818181818185,0.0,0.0,0.0,0.030303030303030307,0.030303030303030307,0.0,0.060606060606060615,0.030303030303030307,0.030303030303030307,0.18181818181818185,0.030303030303030307,0.12121212121212123,0.0,0.21212121212121213,0.030303030303030307,0.12121212121212123,0.060606060606060615,0.060606060606060615,0.0,0.0,33,0.6363636363636364,state,0.6127272727272729,0.1858808880586019,0.2000000000000001,0.5,0.6000000000000001,0.75,0.8999999999999995,0.6990909090909091,0.18375193258105527,0.5,0.5299999999999998,0.6000000000000001,0.8000000000000004,1.0,-0.5943092698674104,-0.4346631613733734,0.5203458266094256,2.8652501218954267,1.0408532798521148,0.3636363636363635,10,0,0.0,5,0,0,1
"When Hydrogen nuclei fuse, total mass decreases",1,0.0,0.1282051282051282,0.0,0.15384615384615385,0.0,0.10256410256410256,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.4358974358974359,0.0,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.0,0.15384615384615385,0.0,0.02564102564102564,0.0,0.0,39,0.35897435897435903,trivia_hydrogen,0.5364102564102565,0.17028593877554693,0.15000000000000008,0.5,0.5,0.625,0.8999999999999994,0.6179487179487176,0.14845129428411494,0.5,0.5,0.5,0.6999999999999995,1.0,0.6117599486651398,0.1268228349105849,0.9977841034278796,2.9997079358858647,-0.759474040618269,0.3589743589743591,5,14,14.0,10,0,0,0
William Wallace lived before King Macbeth,0,0.0,0.1794871794871795,0.0,0.07692307692307693,0.0,0.1794871794871795,0.0,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.38461538461538464,0.10256410256410256,0.10256410256410256,0.05128205128205128,0.1282051282051282,0.07692307692307693,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,39,0.5384615384615384,trivia_macbeth,0.5933333333333336,0.14204027103779826,0.20000000000000007,0.5,0.5500000000000004,0.6999999999999995,0.95,0.6410256410256414,0.15680686866996044,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,-0.16054535047329546,0.2647186236561942,0.6928687043509133,2.9127612749026106,0.6644570859606238,0.4615384615384615,3,14,18.0,0,14,1,1
Wisconsin,0,0.030303030303030307,0.2727272727272727,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.060606060606060615,0.030303030303030307,0.060606060606060615,0.0,0.2727272727272727,0.0,0.030303030303030307,0.0,0.0,0.0,0.0,0.09090909090909093,0.09090909090909093,0.030303030303030307,0.15151515151515152,0.0,0.09090909090909093,0.030303030303030307,0.15151515151515152,0.030303030303030307,0.18181818181818185,0.060606060606060615,0.030303030303030307,0.0,0.030303030303030307,33,0.4848484848484849,state,0.6115151515151517,0.2080132389434806,0.10000000000000003,0.5,0.6499999999999998,0.8000000000000004,1.0,0.7333333333333334,0.19660662925411912,0.5,0.6000000000000001,0.6499999999999998,0.9600000000000006,1.0,0.06356028168669535,-0.4118755429642165,0.3014588714168766,2.9946218442091883,0.7893793600545667,0.4848484848484845,0,0,0.0,0,0,0,0
Wyoming,1,0.030303030303030307,0.15151515151515152,0.060606060606060615,0.060606060606060615,0.060606060606060615,0.030303030303030307,0.0,0.060606060606060615,0.0,0.3333333333333333,0.0,0.030303030303030307,0.0,0.060606060606060615,0.030303030303030307,0.0,0.0,0.030303030303030307,0.0,0.24242424242424246,0.060606060606060615,0.060606060606060615,0.09090909090909093,0.18181818181818185,0.0,0.060606060606060615,0.060606060606060615,0.09090909090909093,0.0,0.0,33,0.7575757575757576,state,0.5930303030303034,0.20599582593594065,0.10000000000000003,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,0.7530303030303035,0.2053729054744815,0.5,0.6000000000000001,0.6999999999999996,1.0,1.0,-1.260097612788987,-0.5681257159610702,0.11513080760865305,2.804326490792012,1.8072579894881449,0.24242424242424224,2,0,0.0,2,0,1,1
malignant-Melanoma-0085.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.0,0.72,25,1.0,dermatology,0.9639999999999996,0.06377042156569666,0.8000000000000003,0.8999999999999997,1.0,1.0,1.0,0.9720000000000002,0.04582575694955838,0.8999999999999997,0.8999999999999997,1.0,1.0,1.0,0.0,-1.6228921417815108,-1.0436507793895269,2.28437225998708,2.2371427220432683,0.0,0,0,0.0,0,0,1,1
malignant-SSM-5.jpg,1,0.0,0.04,0.0,0.08,0.0,0.12,0.0,0.16,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.0,0.04,0.0,0.2,0.0,0.04,0.0,0.08,25,0.6923076923076923,dermatology,0.746153846153846,0.1761409691855959,0.5,0.5999999999999999,0.8,0.8,1.0,0.8461538461538466,0.12659242088545833,0.5999999999999999,0.8,0.9000000000000002,0.9000000000000002,1.0,-0.9462118179391512,-0.19514285801975534,-0.4808560168685432,2.609266259072533,0.7057244969295658,0.3076923076923076,0,0,0.0,0,0,1,1
