title,subject,actual_price,actual,own_price_bin,own,meta
Tender Nurse,senseless,2256000,1,1,0,0.6
Morning,senseless,1100,0,1,0,0.4
Moth,senseless,747825,1,1,0,0.7
Green Dress In Blue Space,senseless,4500,0,1,0,0.4
Falling Figure with Bird,senseless,1248000,1,2,1,0.7
Those Who Are Here Again,senseless,824000,1,1,0,0.5
Camel Driver,senseless,4500,0,1,0,0.45
Portrait-2,senseless,950,0,1,0,0.4
1304,senseless,6000,0,3,1,0.7
sleepy land,senseless,65,0,1,0,0.3
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,senseless,8000,0,1,0,0.4
Mapping the Soul,senseless,35,0,0,0,0.4
Bobs World,senseless,822400,1,1,0,0.3
Recompensa,senseless,980,0,2,1,0.5
High Society,senseless,968000,1,2,1,0.5
Jasmine,senseless,4200,0,1,0,0.4
A Question of Balance,senseless,950,0,1,0,0.4
Panic,senseless,75,0,1,0,0.45
under the sun,senseless,4800,0,2,1,0.55
abstract66,senseless,7500,0,2,1,0.5
White line melody,senseless,850,0,1,0,0.7
Lavender Mist,senseless,420000,1,2,1,0.55
Figure 4,senseless,17400000,1,1,0,0.5
Sharp Angle,senseless,350,0,0,0,0.45
Colorado River,senseless,192000,1,1,0,0.3
structure I,senseless,50,0,0,0,0.5
Self-Portrait as Goofy-Foot,senseless,744000,1,1,0,0.6
tree of life,senseless,9000,0,2,1,0.6
Flannan,senseless,936000,1,2,1,0.7
Calvary,senseless,850,0,1,0,0.5
RED CHANGER,senseless,9100,0,1,0,0.4
Samurai,senseless,85,0,1,0,0.5
Standing Male Nude in the Shower,senseless,1160000,1,1,0,0.5
Folly,senseless,1200,0,1,0,0.65
a place,senseless,60,0,0,0,0.45
Nude Aqua,senseless,70,0,1,0,0.5
Bruce Bernard,senseless,119556,1,1,0,0.4
Yellow spin,senseless,6000,0,1,0,0.3
The still life with the flowers,senseless,650,0,0,0,0.3
dance in the living room,senseless,8000,0,2,1,0.7
Birdie View II,senseless,1625,0,1,0,0.5
Rhythmic Structure,senseless,4500,0,1,0,0.5
Dilusion,senseless,750,0,2,1,0.5
On The Couch,pmkr,700,0,1,0,0.1
conversation with spoonbill,pmkr,50,0,0,0,0.01
Nu debout,pmkr,689600,1,0,0,0
ramana,pmkr,9600,0,1,0,0.05
Captives,pmkr,779200,1,1,0,0.1
Intruder,pmkr,20,0,1,0,0.05
Midsummer Night,pmkr,650,0,1,0,0.05
Waiting for the rain,pmkr,100,0,2,1,0.05
Flor,pmkr,800,0,1,0,0.1
Red Irises,pmkr,2500,0,1,0,0.2
celestial,pmkr,1900,0,2,1,0.5
Amazing land,pmkr,89,0,2,1,0.5
Lotus Rising,pmkr,14400,0,0,0,0.01
Mandala No3,pmkr,1500,0,0,0,0.01
Quality Material,pmkr,4408000,1,0,0,0
It is my thing this Evening,pmkr,4500,0,2,1,0.05
Untitled - P137,pmkr,1810276,1,0,0,0
Canada Two Toronto,pmkr,8550,0,1,0,0.1
Night,pmkr,1384000,1,2,1,0.8
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",pmkr,240000,1,1,0,0.05
Head and Bottle,pmkr,6536000,1,1,0,0.1
Keep Me Safe,pmkr,119556,1,1,0,0.01
Mouth #2,pmkr,2168000,1,2,1,0.2
M-39,pmkr,96000,1,1,0,0.03
Armenian Question,pmkr,288000,1,2,1,0.5
Lip-biter,pmkr,384000,1,2,1,0.95
Elemental 11,pmkr,675,0,2,1,0.4
Interval Series apolyo,pmkr,9000,0,2,1,0.5
Galloping Horse Blur,pmkr,1200,0,1,0,0.1
Squirrel Hole,pmkr,85,0,1,0,0.1
Red Scarf,pmkr,54000,1,2,1,0.4
Prelude,pmkr,7500,0,1,0,0.05
Asleep,pmkr,2500,0,2,1,0.6
muse 18,pmkr,3750,0,1,0,0.1
scarlet,pmkr,4000,0,1,0,0.1
Sinking Ship,pmkr,902564,1,1,0,0.4
The town sonnets,pmkr,950,0,1,0,0.1
The girl in red,pmkr,950,0,1,0,0.1
Hotel Window,pmkr,26896000,1,3,1,0.5
Botticelli e Filippino,pmkr,7000,0,2,1,0.7
Ericksons,pmkr,10344000,1,2,1,0.9
BLUE SELLY 2,pmkr,3200,0,1,0,0.5
Censorship,pmkr,7500,0,3,1,0.8
You are beautiful,pmkr,2800,0,2,1,0.5
Portrait of the Artist and His Friends,pmkr,2618925,1,2,1,0.6
HOW MUCH,pmkr,25,0,1,0,0.6
Chorus,pmkr,4800,0,1,0,0.2
Tender Nurse,pmkr,2256000,1,1,0,0.4
Morning,pmkr,1100,0,1,0,0.1
Moth,pmkr,747825,1,1,0,0.1
Green Dress In Blue Space,pmkr,4500,0,1,0,0.1
Falling Figure with Bird,pmkr,1248000,1,2,1,0.4
Those Who Are Here Again,pmkr,824000,1,2,1,0.4
Camel Driver,pmkr,4500,0,1,0,0.2
Portrait-2,pmkr,950,0,1,0,0.2
1304,pmkr,6000,0,3,1,0.8
sleepy land,pmkr,65,0,1,0,0.15
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,pmkr,8000,0,1,0,0.1
Mapping the Soul,pmkr,35,0,0,0,0.05
Bobs World,pmkr,822400,1,1,0,0.15
Recompensa,pmkr,980,0,1,0,0.05
High Society,pmkr,968000,1,2,1,0.2
Jasmine,pmkr,4200,0,1,0,0.05
A Question of Balance,pmkr,950,0,1,0,0.15
Panic,pmkr,75,0,1,0,0.05
under the sun,pmkr,4800,0,1,0,0.1
abstract66,pmkr,7500,0,3,1,0.7
White line melody,pmkr,850,0,1,0,0.1
Lavender Mist,pmkr,420000,1,2,1,0.39
Figure 4,pmkr,17400000,1,1,0,0.2
Sharp Angle,pmkr,350,0,1,0,0.05
Colorado River,pmkr,192000,1,1,0,0.2
structure I,pmkr,50,0,2,1,0.2
Self-Portrait as Goofy-Foot,pmkr,744000,1,0,0,0.05
tree of life,pmkr,9000,0,0,0,0.05
Flannan,pmkr,936000,1,3,1,0.2
Calvary,pmkr,850,0,1,0,0.2
RED CHANGER,pmkr,9100,0,2,1,0.1
Samurai,pmkr,85,0,1,0,0.4
Standing Male Nude in the Shower,pmkr,1160000,1,2,1,0.8
Folly,pmkr,1200,0,2,1,0.2
a place,pmkr,60,0,0,0,0.02
Nude Aqua,pmkr,70,0,0,0,0.2
Bruce Bernard,pmkr,119556,1,2,1,1
Yellow spin,pmkr,6000,0,2,1,0.9
The still life with the flowers,pmkr,650,0,2,1,0.2
dance in the living room,pmkr,8000,0,2,1,0.2
Birdie View II,pmkr,1625,0,1,0,0.1
Rhythmic Structure,pmkr,4500,0,1,0,0.01
Dilusion,pmkr,750,0,0,0,0.02
On The Couch,lvs,700,0,1,0,0.5
conversation with spoonbill,lvs,50,0,1,0,0.6
Nu debout,lvs,689600,1,2,1,0.6
ramana,lvs,9600,0,1,0,0.8
Captives,lvs,779200,1,2,1,0.5
Intruder,lvs,20,0,3,1,0.75
Midsummer Night,lvs,650,0,1,0,0.6
Waiting for the rain,lvs,100,0,0,0,0.3
Flor,lvs,800,0,2,1,0.5
Red Irises,lvs,2500,0,0,0,0.3
celestial,lvs,1900,0,1,0,0.4
Amazing land,lvs,89,0,2,1,0.8
Lotus Rising,lvs,14400,0,1,0,0.4
Mandala No3,lvs,1500,0,0,0,0.15
Quality Material,lvs,4408000,1,1,0,0.3
It is my thing this Evening,lvs,4500,0,1,0,0.6
Untitled - P137,lvs,1810276,1,1,0,0.3
Canada Two Toronto,lvs,8550,0,0,0,0.5
Night,lvs,1384000,1,2,1,0.8
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",lvs,240000,1,0,0,0.3
Head and Bottle,lvs,6536000,1,1,0,0.4
Keep Me Safe,lvs,119556,1,2,1,0.4
Mouth #2,lvs,2168000,1,2,1,0.5
M-39,lvs,96000,1,0,0,0.25
Armenian Question,lvs,288000,1,3,1,0.9
Lip-biter,lvs,384000,1,3,1,0.9
Elemental 11,lvs,675,0,3,1,0.5
Interval Series apolyo,lvs,9000,0,2,1,0.6
Galloping Horse Blur,lvs,1200,0,2,1,0.6
Squirrel Hole,lvs,85,0,2,1,0.8
Red Scarf,lvs,54000,1,1,0,0.35
Prelude,lvs,7500,0,2,1,0.7
Asleep,lvs,2500,0,3,1,0.9
muse 18,lvs,3750,0,2,1,0.5
scarlet,lvs,4000,0,1,0,0.5
Sinking Ship,lvs,902564,1,0,0,0.5
The town sonnets,lvs,950,0,1,0,0.5
The girl in red,lvs,950,0,1,0,0.5
Hotel Window,lvs,26896000,1,3,1,0.6
Botticelli e Filippino,lvs,7000,0,2,1,0.45
Ericksons,lvs,10344000,1,3,1,0.8
BLUE SELLY 2,lvs,3200,0,2,1,0.5
Censorship,lvs,7500,0,3,1,0.8
You are beautiful,lvs,2800,0,1,0,0.6
Portrait of the Artist and His Friends,lvs,2618925,1,0,0,0.3
HOW MUCH,lvs,25,0,2,1,0.6
Chorus,lvs,4800,0,3,1,0.6
Tender Nurse,lvs,2256000,1,2,1,0.4
Morning,lvs,1100,0,3,1,0.6
Moth,lvs,747825,1,2,1,0.5
Green Dress In Blue Space,lvs,4500,0,2,1,0.6
Falling Figure with Bird,lvs,1248000,1,3,1,0.8
Those Who Are Here Again,lvs,824000,1,2,1,0.6
Camel Driver,lvs,4500,0,2,1,0.6
Portrait-2,lvs,950,0,1,0,0.2
1304,lvs,6000,0,3,1,0.7
sleepy land,lvs,65,0,2,1,0.5
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,lvs,8000,0,1,0,0.4
Mapping the Soul,lvs,35,0,1,0,0.2
Bobs World,lvs,822400,1,2,1,0.5
Recompensa,lvs,980,0,2,1,0.6
High Society,lvs,968000,1,2,1,0.4
Jasmine,lvs,4200,0,2,1,0.5
A Question of Balance,lvs,950,0,1,0,0.2
Panic,lvs,75,0,1,0,0.1
under the sun,lvs,4800,0,2,1,0.4
abstract66,lvs,7500,0,1,0,0.2
White line melody,lvs,850,0,1,0,0.2
Lavender Mist,lvs,420000,1,1,0,0.1
Figure 4,lvs,17400000,1,2,1,0.5
Sharp Angle,lvs,350,0,1,0,0.15
Colorado River,lvs,192000,1,1,0,0.2
structure I,lvs,50,0,0,0,0.05
Self-Portrait as Goofy-Foot,lvs,744000,1,0,0,0.1
tree of life,lvs,9000,0,1,0,0.15
Flannan,lvs,936000,1,1,0,0.5
Calvary,lvs,850,0,2,1,0.5
RED CHANGER,lvs,9100,0,1,0,0.2
Samurai,lvs,85,0,2,1,0.4
Standing Male Nude in the Shower,lvs,1160000,1,1,0,0.6
Folly,lvs,1200,0,1,0,0.4
a place,lvs,60,0,1,0,0.25
Nude Aqua,lvs,70,0,2,1,0.4
Bruce Bernard,lvs,119556,1,3,1,0.8
Yellow spin,lvs,6000,0,2,1,0.5
The still life with the flowers,lvs,650,0,1,0,0.4
dance in the living room,lvs,8000,0,2,1,0.6
Birdie View II,lvs,1625,0,2,1,0.5
Rhythmic Structure,lvs,4500,0,1,0,0.2
Dilusion,lvs,750,0,2,1,0.6
On The Couch,tuffa,700,0,1,0,0
conversation with spoonbill,tuffa,50,0,2,1,0.2
Nu debout,tuffa,689600,1,1,0,0.1
ramana,tuffa,9600,0,1,0,0
Captives,tuffa,779200,1,1,0,0
Intruder,tuffa,20,0,1,0,0.7
Midsummer Night,tuffa,650,0,1,0,0
Waiting for the rain,tuffa,100,0,0,0,0
Flor,tuffa,800,0,1,0,0
Red Irises,tuffa,2500,0,1,0,0
celestial,tuffa,1900,0,0,0,0
Amazing land,tuffa,89,0,0,0,0
Lotus Rising,tuffa,14400,0,1,0,0
Mandala No3,tuffa,1500,0,1,0,0
Quality Material,tuffa,4408000,1,0,0,0
It is my thing this Evening,tuffa,4500,0,0,0,0
Untitled - P137,tuffa,1810276,1,0,0,0
Canada Two Toronto,tuffa,8550,0,0,0,0
Night,tuffa,1384000,1,1,0,0
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",tuffa,240000,1,0,0,0
Head and Bottle,tuffa,6536000,1,0,0,0
Keep Me Safe,tuffa,119556,1,0,0,0
Mouth #2,tuffa,2168000,1,0,0,0
M-39,tuffa,96000,1,0,0,0
Armenian Question,tuffa,288000,1,0,0,0
Lip-biter,tuffa,384000,1,1,0,0
Elemental 11,tuffa,675,0,0,0,0
Interval Series apolyo,tuffa,9000,0,0,0,0
Galloping Horse Blur,tuffa,1200,0,1,0,0
Squirrel Hole,tuffa,85,0,0,0,0
Red Scarf,tuffa,54000,1,0,0,0
Prelude,tuffa,7500,0,1,0,0
Asleep,tuffa,2500,0,1,0,0.1
muse 18,tuffa,3750,0,1,0,0
scarlet,tuffa,4000,0,1,0,0
Sinking Ship,tuffa,902564,1,0,0,0
The town sonnets,tuffa,950,0,1,0,0
The girl in red,tuffa,950,0,1,0,0.05
Hotel Window,tuffa,26896000,1,2,1,0.25
Botticelli e Filippino,tuffa,7000,0,0,0,0.05
Ericksons,tuffa,10344000,1,1,0,0.1
BLUE SELLY 2,tuffa,3200,0,1,0,0
Censorship,tuffa,7500,0,1,0,0
You are beautiful,tuffa,2800,0,0,0,0
Portrait of the Artist and His Friends,tuffa,2618925,1,0,0,0.05
HOW MUCH,tuffa,25,0,0,0,0.05
Chorus,tuffa,4800,0,0,0,0
Tender Nurse,tuffa,2256000,1,0,0,0
Morning,tuffa,1100,0,1,0,0
Moth,tuffa,747825,1,1,0,0
Green Dress In Blue Space,tuffa,4500,0,0,0,0
Falling Figure with Bird,tuffa,1248000,1,1,0,0
Those Who Are Here Again,tuffa,824000,1,1,0,0.05
Camel Driver,tuffa,4500,0,1,0,0.1
Portrait-2,tuffa,950,0,1,0,0.05
1304,tuffa,6000,0,1,0,0
sleepy land,tuffa,65,0,1,0,0.1
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,tuffa,8000,0,1,0,0.05
Mapping the Soul,tuffa,35,0,0,0,0
Bobs World,tuffa,822400,1,0,0,0
Recompensa,tuffa,980,0,0,0,0
High Society,tuffa,968000,1,1,0,0
Jasmine,tuffa,4200,0,1,0,0
A Question of Balance,tuffa,950,0,1,0,0
Panic,tuffa,75,0,1,0,0.05
under the sun,tuffa,4800,0,1,0,0.1
abstract66,tuffa,7500,0,2,1,0.1
White line melody,tuffa,850,0,1,0,0.1
Lavender Mist,tuffa,420000,1,1,0,0.1
Figure 4,tuffa,17400000,1,2,1,0.1
Sharp Angle,tuffa,350,0,1,0,0.1
Colorado River,tuffa,192000,1,0,0,0
structure I,tuffa,50,0,1,0,0.05
Self-Portrait as Goofy-Foot,tuffa,744000,1,1,0,0.05
tree of life,tuffa,9000,0,1,0,0.05
Flannan,tuffa,936000,1,1,0,0
Calvary,tuffa,850,0,1,0,0.05
RED CHANGER,tuffa,9100,0,0,0,0.05
Samurai,tuffa,85,0,1,0,0.1
Standing Male Nude in the Shower,tuffa,1160000,1,0,0,0
Folly,tuffa,1200,0,2,1,0.15
a place,tuffa,60,0,1,0,0.1
Nude Aqua,tuffa,70,0,1,0,0.05
Bruce Bernard,tuffa,119556,1,1,0,0.1
Yellow spin,tuffa,6000,0,0,0,0.05
The still life with the flowers,tuffa,650,0,1,0,0.1
dance in the living room,tuffa,8000,0,2,1,0.45
Birdie View II,tuffa,1625,0,2,1,0.4
Rhythmic Structure,tuffa,4500,0,0,0,0.05
Dilusion,tuffa,750,0,2,1,0.3
On The Couch,rgcanter,700,0,1,0,0.3
conversation with spoonbill,rgcanter,50,0,0,0,0.05
Nu debout,rgcanter,689600,1,1,0,0.15
ramana,rgcanter,9600,0,1,0,0.1
Captives,rgcanter,779200,1,0,0,0.1
Intruder,rgcanter,20,0,1,0,0.3
Midsummer Night,rgcanter,650,0,0,0,0.05
Waiting for the rain,rgcanter,100,0,1,0,0.1
Flor,rgcanter,800,0,1,0,0.3
Red Irises,rgcanter,2500,0,2,1,0.15
celestial,rgcanter,1900,0,1,0,0.1
Amazing land,rgcanter,89,0,2,1,0.4
Lotus Rising,rgcanter,14400,0,1,0,0.2
Mandala No3,rgcanter,1500,0,0,0,0.1
Quality Material,rgcanter,4408000,1,1,0,0.25
It is my thing this Evening,rgcanter,4500,0,1,0,0.05
Untitled - P137,rgcanter,1810276,1,0,0,0.05
Canada Two Toronto,rgcanter,8550,0,1,0,0.05
Night,rgcanter,1384000,1,1,0,0.05
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",rgcanter,240000,1,0,0,0.03
Head and Bottle,rgcanter,6536000,1,2,1,0.1
Keep Me Safe,rgcanter,119556,1,2,1,0.25
Mouth #2,rgcanter,2168000,1,1,0,0.2
M-39,rgcanter,96000,1,1,0,0.05
Armenian Question,rgcanter,288000,1,2,1,0.15
Lip-biter,rgcanter,384000,1,1,0,0.1
Elemental 11,rgcanter,675,0,2,1,0.3
Interval Series apolyo,rgcanter,9000,0,2,1,0.4
Galloping Horse Blur,rgcanter,1200,0,1,0,0.3
Squirrel Hole,rgcanter,85,0,1,0,0.3
Red Scarf,rgcanter,54000,1,0,0,0.15
Prelude,rgcanter,7500,0,0,0,0.02
Asleep,rgcanter,2500,0,1,0,0.07
muse 18,rgcanter,3750,0,2,1,0.2
scarlet,rgcanter,4000,0,2,1,0.3
Sinking Ship,rgcanter,902564,1,2,1,0.1
The town sonnets,rgcanter,950,0,1,0,0.2
The girl in red,rgcanter,950,0,1,0,0.2
Hotel Window,rgcanter,26896000,1,2,1,0.2
Botticelli e Filippino,rgcanter,7000,0,2,1,0.4
Ericksons,rgcanter,10344000,1,2,1,0.2
BLUE SELLY 2,rgcanter,3200,0,1,0,0.05
Censorship,rgcanter,7500,0,1,0,0.05
You are beautiful,rgcanter,2800,0,2,1,0.4
Portrait of the Artist and His Friends,rgcanter,2618925,1,1,0,0.02
HOW MUCH,rgcanter,25,0,2,1,0.3
Chorus,rgcanter,4800,0,1,0,0.15
Tender Nurse,rgcanter,2256000,1,2,1,0.15
Morning,rgcanter,1100,0,3,1,0.3
Moth,rgcanter,747825,1,2,1,0.02
Green Dress In Blue Space,rgcanter,4500,0,1,0,0.05
Falling Figure with Bird,rgcanter,1248000,1,2,1,0.4
Those Who Are Here Again,rgcanter,824000,1,2,1,0.1
Camel Driver,rgcanter,4500,0,3,1,0.2
Portrait-2,rgcanter,950,0,2,1,0.2
1304,rgcanter,6000,0,2,1,0.45
sleepy land,rgcanter,65,0,1,0,0.02
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,rgcanter,8000,0,1,0,0.03
Mapping the Soul,rgcanter,35,0,0,0,0.02
Bobs World,rgcanter,822400,1,3,1,0.2
Recompensa,rgcanter,980,0,2,1,0.5
High Society,rgcanter,968000,1,1,0,0.15
Jasmine,rgcanter,4200,0,2,1,0.2
A Question of Balance,rgcanter,950,0,3,1,0.21
Panic,rgcanter,75,0,1,0,0.1
under the sun,rgcanter,4800,0,3,1,0.2
abstract66,rgcanter,7500,0,1,0,0.2
White line melody,rgcanter,850,0,1,0,0.1
Lavender Mist,rgcanter,420000,1,2,1,0.1
Figure 4,rgcanter,17400000,1,1,0,0.15
Sharp Angle,rgcanter,350,0,2,1,0.1
Colorado River,rgcanter,192000,1,0,0,0.01
structure I,rgcanter,50,0,1,0,0.1
Self-Portrait as Goofy-Foot,rgcanter,744000,1,2,1,0.25
tree of life,rgcanter,9000,0,1,0,0.25
Flannan,rgcanter,936000,1,0,0,0.05
Calvary,rgcanter,850,0,1,0,0.05
RED CHANGER,rgcanter,9100,0,1,0,0.2
Samurai,rgcanter,85,0,2,1,0.35
Standing Male Nude in the Shower,rgcanter,1160000,1,1,0,0.03
Folly,rgcanter,1200,0,0,0,0.01
a place,rgcanter,60,0,1,0,0.15
Nude Aqua,rgcanter,70,0,1,0,0.15
Bruce Bernard,rgcanter,119556,1,1,0,0.2
Yellow spin,rgcanter,6000,0,1,0,0.15
The still life with the flowers,rgcanter,650,0,2,1,0.2
dance in the living room,rgcanter,8000,0,2,1,0.1
Birdie View II,rgcanter,1625,0,1,0,0.1
Rhythmic Structure,rgcanter,4500,0,1,0,0.1
Dilusion,rgcanter,750,0,2,1,0.4
On The Couch,none-M4,700,0,1,0,0.3
conversation with spoonbill,none-M4,50,0,1,0,0.3
Nu debout,none-M4,689600,1,1,0,0.5
ramana,none-M4,9600,0,1,0,0.5
Captives,none-M4,779200,1,1,0,0.5
Intruder,none-M4,20,0,2,1,0.7
Midsummer Night,none-M4,650,0,2,1,0.7
Waiting for the rain,none-M4,100,0,1,0,0.5
Flor,none-M4,800,0,1,0,0.3
Red Irises,none-M4,2500,0,1,0,0.5
celestial,none-M4,1900,0,1,0,0.5
Amazing land,none-M4,89,0,1,0,0.3
Lotus Rising,none-M4,14400,0,1,0,0.3
Mandala No3,none-M4,1500,0,0,0,0.2
Quality Material,none-M4,4408000,1,0,0,0.1
It is my thing this Evening,none-M4,4500,0,1,0,0.2
Untitled - P137,none-M4,1810276,1,0,0,0.1
Canada Two Toronto,none-M4,8550,0,1,0,0.4
Night,none-M4,1384000,1,1,0,0.4
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",none-M4,240000,1,1,0,0.4
Head and Bottle,none-M4,6536000,1,1,0,0.3
Keep Me Safe,none-M4,119556,1,0,0,0.2
Mouth #2,none-M4,2168000,1,0,0,0.2
M-39,none-M4,96000,1,0,0,0.1
Armenian Question,none-M4,288000,1,0,0,0.2
Lip-biter,none-M4,384000,1,1,0,0.5
Elemental 11,none-M4,675,0,1,0,0.5
Interval Series apolyo,none-M4,9000,0,1,0,0.3
Galloping Horse Blur,none-M4,1200,0,1,0,0.3
Squirrel Hole,none-M4,85,0,1,0,0.3
Red Scarf,none-M4,54000,1,1,0,0.3
Prelude,none-M4,7500,0,1,0,0.3
Asleep,none-M4,2500,0,1,0,0.3
muse 18,none-M4,3750,0,1,0,0.3
scarlet,none-M4,4000,0,1,0,0.2
Sinking Ship,none-M4,902564,1,1,0,0.2
The town sonnets,none-M4,950,0,1,0,0.5
The girl in red,none-M4,950,0,1,0,0.4
Hotel Window,none-M4,26896000,1,1,0,0.4
Botticelli e Filippino,none-M4,7000,0,2,1,0.5
Ericksons,none-M4,10344000,1,1,0,0.5
BLUE SELLY 2,none-M4,3200,0,1,0,0.3
Censorship,none-M4,7500,0,1,0,0.2
You are beautiful,none-M4,2800,0,1,0,0.1
Portrait of the Artist and His Friends,none-M4,2618925,1,1,0,0.2
HOW MUCH,none-M4,25,0,1,0,0.2
Chorus,none-M4,4800,0,1,0,0.15
Tender Nurse,none-M4,2256000,1,1,0,0.1
Morning,none-M4,1100,0,1,0,0.5
Moth,none-M4,747825,1,1,0,0.2
Green Dress In Blue Space,none-M4,4500,0,1,0,0.2
Falling Figure with Bird,none-M4,1248000,1,1,0,0.3
Those Who Are Here Again,none-M4,824000,1,1,0,0.3
Camel Driver,none-M4,4500,0,1,0,0.3
Portrait-2,none-M4,950,0,1,0,0.3
1304,none-M4,6000,0,1,0,0.4
sleepy land,none-M4,65,0,1,0,0.3
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,none-M4,8000,0,1,0,0.3
Mapping the Soul,none-M4,35,0,1,0,0.1
Bobs World,none-M4,822400,1,1,0,0.2
Recompensa,none-M4,980,0,1,0,0.2
High Society,none-M4,968000,1,1,0,0.2
Jasmine,none-M4,4200,0,1,0,0.2
A Question of Balance,none-M4,950,0,1,0,0.5
Panic,none-M4,75,0,1,0,0.4
under the sun,none-M4,4800,0,1,0,0.4
abstract66,none-M4,7500,0,2,1,0.8
White line melody,none-M4,850,0,1,0,0.4
Lavender Mist,none-M4,420000,1,1,0,0.5
Figure 4,none-M4,17400000,1,1,0,0.3
Sharp Angle,none-M4,350,0,1,0,0.3
Colorado River,none-M4,192000,1,1,0,0.1
structure I,none-M4,50,0,1,0,0.2
Self-Portrait as Goofy-Foot,none-M4,744000,1,1,0,0.3
tree of life,none-M4,9000,0,1,0,0.4
Flannan,none-M4,936000,1,1,0,0.2
Calvary,none-M4,850,0,1,0,0.2
RED CHANGER,none-M4,9100,0,1,0,0.2
Samurai,none-M4,85,0,1,0,0.3
Standing Male Nude in the Shower,none-M4,1160000,1,1,0,0.1
Folly,none-M4,1200,0,1,0,0.4
a place,none-M4,60,0,1,0,0.1
Nude Aqua,none-M4,70,0,1,0,0.1
Bruce Bernard,none-M4,119556,1,1,0,0.3
Yellow spin,none-M4,6000,0,1,0,0.3
The still life with the flowers,none-M4,650,0,1,0,0.3
dance in the living room,none-M4,8000,0,1,0,0.4
Birdie View II,none-M4,1625,0,1,0,0.3
Rhythmic Structure,none-M4,4500,0,1,0,0.2
Dilusion,none-M4,750,0,1,0,0.2
On The Couch,Tonebone (student),700,0,0,0,0.09
conversation with spoonbill,Tonebone (student),50,0,0,0,0.2
Nu debout,Tonebone (student),689600,1,0,0,0.2
ramana,Tonebone (student),9600,0,1,0,1
Captives,Tonebone (student),779200,1,1,0,0.5
Intruder,Tonebone (student),20,0,2,1,0.5
Midsummer Night,Tonebone (student),650,0,1,0,0.5
Waiting for the rain,Tonebone (student),100,0,1,0,0.2
Flor,Tonebone (student),800,0,0,0,0.3
Red Irises,Tonebone (student),2500,0,0,0,0.2
celestial,Tonebone (student),1900,0,0,0,0.2
Amazing land,Tonebone (student),89,0,0,0,0.05
Lotus Rising,Tonebone (student),14400,0,0,0,0.1
Mandala No3,Tonebone (student),1500,0,0,0,0.15
Quality Material,Tonebone (student),4408000,1,1,0,0.2
It is my thing this Evening,Tonebone (student),4500,0,0,0,0.05
Untitled - P137,Tonebone (student),1810276,1,0,0,0.05
Canada Two Toronto,Tonebone (student),8550,0,0,0,0.05
Night,Tonebone (student),1384000,1,0,0,0.5
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",Tonebone (student),240000,1,0,0,0.5
Head and Bottle,Tonebone (student),6536000,1,1,0,0.05
Keep Me Safe,Tonebone (student),119556,1,1,0,0.05
Mouth #2,Tonebone (student),2168000,1,1,0,0.05
M-39,Tonebone (student),96000,1,0,0,0.05
Armenian Question,Tonebone (student),288000,1,0,0,0.05
Lip-biter,Tonebone (student),384000,1,0,0,0.2
Elemental 11,Tonebone (student),675,0,1,0,0.05
Interval Series apolyo,Tonebone (student),9000,0,0,0,0
Galloping Horse Blur,Tonebone (student),1200,0,0,0,0.05
Squirrel Hole,Tonebone (student),85,0,0,0,0
Red Scarf,Tonebone (student),54000,1,1,0,0.1
Prelude,Tonebone (student),7500,0,1,0,0.1
Asleep,Tonebone (student),2500,0,2,1,0.5
muse 18,Tonebone (student),3750,0,1,0,0.2
scarlet,Tonebone (student),4000,0,1,0,0.15
Sinking Ship,Tonebone (student),902564,1,1,0,0.15
The town sonnets,Tonebone (student),950,0,1,0,0.1
The girl in red,Tonebone (student),950,0,1,0,0.1
Hotel Window,Tonebone (student),26896000,1,3,1,0.5
Botticelli e Filippino,Tonebone (student),7000,0,2,1,0.2
Ericksons,Tonebone (student),10344000,1,2,1,0.25
BLUE SELLY 2,Tonebone (student),3200,0,2,1,0.1
Censorship,Tonebone (student),7500,0,3,1,0.5
You are beautiful,Tonebone (student),2800,0,2,1,0.6
Portrait of the Artist and His Friends,Tonebone (student),2618925,1,1,0,0.2
HOW MUCH,Tonebone (student),25,0,2,1,0.2
Chorus,Tonebone (student),4800,0,0,0,0.05
Tender Nurse,Tonebone (student),2256000,1,0,0,0.05
Morning,Tonebone (student),1100,0,2,1,0.3
Moth,Tonebone (student),747825,1,0,0,0.15
Green Dress In Blue Space,Tonebone (student),4500,0,0,0,0.1
Falling Figure with Bird,Tonebone (student),1248000,1,3,1,0.1
Those Who Are Here Again,Tonebone (student),824000,1,1,0,0.05
Camel Driver,Tonebone (student),4500,0,1,0,0.2
Portrait-2,Tonebone (student),950,0,1,0,0.2
