title,subject,actual_price,actual,own_price_bin,own,meta
Keep Me Safe,watermelon,119556,1,2,1,0.2
Mouth #2,watermelon,2168000,1,0,0,0
M-39,watermelon,96000,1,0,0,0
Armenian Question,watermelon,288000,1,1,0,0.1
Lip-biter,watermelon,384000,1,0,0,0.05
Elemental 11,watermelon,675,0,2,1,0.6
Interval Series apolyo,watermelon,9000,0,2,1,0.5
Galloping Horse Blur,watermelon,1200,0,2,1,0.5
Squirrel Hole,watermelon,85,0,2,1,0.6
Red Scarf,watermelon,54000,1,1,0,0.1
Prelude,watermelon,7500,0,1,0,0.25
Asleep,watermelon,2500,0,2,1,0.65
muse 18,watermelon,3750,0,1,0,0.35
scarlet,watermelon,4000,0,2,1,0.5
Sinking Ship,watermelon,902564,1,0,0,0.05
The town sonnets,watermelon,950,0,1,0,0.15
The girl in red,watermelon,950,0,0,0,0.05
Hotel Window,watermelon,26896000,1,1,0,0.35
Botticelli e Filippino,watermelon,7000,0,2,1,0.5
Ericksons,watermelon,10344000,1,2,1,0.6
BLUE SELLY 2,watermelon,3200,0,1,0,0
Censorship,watermelon,7500,0,3,1,0.95
You are beautiful,watermelon,2800,0,0,0,0.05
Portrait of the Artist and His Friends,watermelon,2618925,1,2,1,0.05
HOW MUCH,watermelon,25,0,0,0,0.1
Chorus,watermelon,4800,0,2,1,0.5
Tender Nurse,watermelon,2256000,1,1,0,0.05
Morning,watermelon,1100,0,2,1,0.5
Moth,watermelon,747825,1,2,1,0.3
Green Dress In Blue Space,watermelon,4500,0,2,1,0.2
Falling Figure with Bird,watermelon,1248000,1,3,1,0.75
Those Who Are Here Again,watermelon,824000,1,0,0,0.05
Camel Driver,watermelon,4500,0,1,0,0.1
Portrait-2,watermelon,950,0,2,1,0.55
1304,watermelon,6000,0,3,1,0.8
sleepy land,watermelon,65,0,0,0,0.15
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,watermelon,8000,0,0,0,0.05
Mapping the Soul,watermelon,35,0,2,1,0.25
Bobs World,watermelon,822400,1,1,0,0.1
Recompensa,watermelon,980,0,0,0,0.05
High Society,watermelon,968000,1,2,1,0.7
Jasmine,watermelon,4200,0,0,0,0.05
A Question of Balance,watermelon,950,0,2,1,0.4
Panic,watermelon,75,0,0,0,0.1
under the sun,watermelon,4800,0,3,1,0.85
abstract66,watermelon,7500,0,3,1,0.85
White line melody,watermelon,850,0,0,0,0.15
Lavender Mist,watermelon,420000,1,2,1,0.7
Figure 4,watermelon,17400000,1,2,1,0.6
Sharp Angle,watermelon,350,0,0,0,0.1
Colorado River,watermelon,192000,1,1,0,0.05
structure I,watermelon,50,0,0,0,0.1
Self-Portrait as Goofy-Foot,watermelon,744000,1,0,0,0.05
tree of life,watermelon,9000,0,0,0,0
Flannan,watermelon,936000,1,2,1,0.6
Calvary,watermelon,850,0,0,0,0
RED CHANGER,watermelon,9100,0,1,0,0.1
Samurai,watermelon,85,0,2,1,0.8
Standing Male Nude in the Shower,watermelon,1160000,1,0,0,0
Folly,watermelon,1200,0,2,1,0.6
a place,watermelon,60,0,1,0,0.3
Nude Aqua,watermelon,70,0,1,0,0.35
Bruce Bernard,watermelon,119556,1,2,1,0.75
Yellow spin,watermelon,6000,0,1,0,0.4
The still life with the flowers,watermelon,650,0,2,1,0.85
dance in the living room,watermelon,8000,0,1,0,0.45
Birdie View II,watermelon,1625,0,1,0,0.25
Rhythmic Structure,watermelon,4500,0,2,1,0.8
Dilusion,watermelon,750,0,2,1,0.55
On The Couch,none - M3,700,0,0,0,0.1
conversation with spoonbill,none - M3,50,0,0,0,0.1
Nu debout,none - M3,689600,1,0,0,0.1
ramana,none - M3,9600,0,1,0,0.15
Captives,none - M3,779200,1,1,0,0.1
Intruder,none - M3,20,0,1,0,0.3
Midsummer Night,none - M3,650,0,1,0,0.3
Waiting for the rain,none - M3,100,0,0,0,0.3
Flor,none - M3,800,0,0,0,0.2
Red Irises,none - M3,2500,0,0,0,0.1
celestial,none - M3,1900,0,1,0,0.3
Amazing land,none - M3,89,0,1,0,0.3
Lotus Rising,none - M3,14400,0,1,0,0.2
Mandala No3,none - M3,1500,0,0,0,0.1
Quality Material,none - M3,4408000,1,1,0,0.2
It is my thing this Evening,none - M3,4500,0,0,0,0.3
Untitled - P137,none - M3,1810276,1,0,0,0.1
Canada Two Toronto,none - M3,8550,0,0,0,0.1
Night,none - M3,1384000,1,1,0,0.1
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",none - M3,240000,1,1,0,0.3
Head and Bottle,none - M3,6536000,1,1,0,0.2
Keep Me Safe,none - M3,119556,1,1,0,0.1
Mouth #2,none - M3,2168000,1,1,0,0.1
M-39,none - M3,96000,1,0,0,0.1
Armenian Question,none - M3,288000,1,1,0,0.2
Lip-biter,none - M3,384000,1,1,0,0.2
Elemental 11,none - M3,675,0,1,0,0.3
Interval Series apolyo,none - M3,9000,0,1,0,0.2
Galloping Horse Blur,none - M3,1200,0,1,0,0.4
Squirrel Hole,none - M3,85,0,1,0,0.2
Red Scarf,none - M3,54000,1,1,0,0.1
Prelude,none - M3,7500,0,1,0,0.6
Asleep,none - M3,2500,0,1,0,0.3
muse 18,none - M3,3750,0,2,1,0.4
scarlet,none - M3,4000,0,1,0,0.4
Sinking Ship,none - M3,902564,1,1,0,0.5
The town sonnets,none - M3,950,0,2,1,0.6
The girl in red,none - M3,950,0,2,1,0.4
Hotel Window,none - M3,26896000,1,2,1,0.3
Botticelli e Filippino,none - M3,7000,0,1,0,0.3
Ericksons,none - M3,10344000,1,1,0,0.4
BLUE SELLY 2,none - M3,3200,0,1,0,0.4
Censorship,none - M3,7500,0,2,1,0.4
You are beautiful,none - M3,2800,0,2,1,0.4
Portrait of the Artist and His Friends,none - M3,2618925,1,0,0,0.1
HOW MUCH,none - M3,25,0,1,0,0.3
Chorus,none - M3,4800,0,1,0,0.3
Tender Nurse,none - M3,2256000,1,0,0,0.4
Morning,none - M3,1100,0,1,0,0.4
Moth,none - M3,747825,1,1,0,0.1
Green Dress In Blue Space,none - M3,4500,0,1,0,0.1
Falling Figure with Bird,none - M3,1248000,1,1,0,0.5
Those Who Are Here Again,none - M3,824000,1,1,0,0.4
Camel Driver,none - M3,4500,0,1,0,0.3
Portrait-2,none - M3,950,0,1,0,0.4
1304,none - M3,6000,0,1,0,0.4
sleepy land,none - M3,65,0,2,1,0.5
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,none - M3,8000,0,1,0,0.3
Mapping the Soul,none - M3,35,0,1,0,0.2
Bobs World,none - M3,822400,1,2,1,0.4
Recompensa,none - M3,980,0,0,0,0.3
High Society,none - M3,968000,1,2,1,0.5
Jasmine,none - M3,4200,0,1,0,0.4
A Question of Balance,none - M3,950,0,1,0,0.4
Panic,none - M3,75,0,1,0,0.3
under the sun,none - M3,4800,0,2,1,0.2
abstract66,none - M3,7500,0,2,1,0.6
White line melody,none - M3,850,0,1,0,0.3
Lavender Mist,none - M3,420000,1,2,1,0.5
Figure 4,none - M3,17400000,1,1,0,0.3
Sharp Angle,none - M3,350,0,1,0,0.4
Colorado River,none - M3,192000,1,1,0,0.3
structure I,none - M3,50,0,2,1,0.4
Self-Portrait as Goofy-Foot,none - M3,744000,1,1,0,0.3
tree of life,none - M3,9000,0,2,1,0.5
Flannan,none - M3,936000,1,2,1,0.3
Calvary,none - M3,850,0,1,0,0.3
RED CHANGER,none - M3,9100,0,1,0,0.4
Samurai,none - M3,85,0,2,1,0.6
Standing Male Nude in the Shower,none - M3,1160000,1,1,0,0.2
Folly,none - M3,1200,0,1,0,0.4
a place,none - M3,60,0,1,0,0.3
Nude Aqua,none - M3,70,0,1,0,0.2
Bruce Bernard,none - M3,119556,1,1,0,0.1
Yellow spin,none - M3,6000,0,1,0,0.3
The still life with the flowers,none - M3,650,0,1,0,0.1
dance in the living room,none - M3,8000,0,1,0,0.4
Birdie View II,none - M3,1625,0,2,1,0.6
Rhythmic Structure,none - M3,4500,0,2,1,0.5
Dilusion,none - M3,750,0,2,1,0.6
On The Couch,dechtron,700,0,2,1,0.4
conversation with spoonbill,dechtron,50,0,0,0,0.1
Nu debout,dechtron,689600,1,1,0,0.2
ramana,dechtron,9600,0,1,0,0.1
Captives,dechtron,779200,1,2,1,0.3
Intruder,dechtron,20,0,1,0,0.2
Midsummer Night,dechtron,650,0,1,0,0.3
Waiting for the rain,dechtron,100,0,0,0,0.1
Flor,dechtron,800,0,1,0,0.2
Red Irises,dechtron,2500,0,1,0,0.3
celestial,dechtron,1900,0,2,1,0.5
Amazing land,dechtron,89,0,1,0,0.2
Lotus Rising,dechtron,14400,0,1,0,0.2
Mandala No3,dechtron,1500,0,1,0,0.05
Quality Material,dechtron,4408000,1,2,1,0.4
It is my thing this Evening,dechtron,4500,0,1,0,0.1
Untitled - P137,dechtron,1810276,1,2,1,0.4
Canada Two Toronto,dechtron,8550,0,2,1,0.5
Night,dechtron,1384000,1,2,1,0.3
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",dechtron,240000,1,1,0,0.3
Head and Bottle,dechtron,6536000,1,2,1,0.5
Keep Me Safe,dechtron,119556,1,0,0,0.15
Mouth #2,dechtron,2168000,1,2,1,0.45
M-39,dechtron,96000,1,2,1,0.4
Armenian Question,dechtron,288000,1,1,0,0.35
Lip-biter,dechtron,384000,1,1,0,0.4
Elemental 11,dechtron,675,0,1,0,0.1
Interval Series apolyo,dechtron,9000,0,2,1,0.35
Galloping Horse Blur,dechtron,1200,0,1,0,0.03
Squirrel Hole,dechtron,85,0,0,0,0.15
Red Scarf,dechtron,54000,1,2,1,0.4
Prelude,dechtron,7500,0,2,1,0.6
Asleep,dechtron,2500,0,1,0,0.3
muse 18,dechtron,3750,0,1,0,0.5
scarlet,dechtron,4000,0,2,1,0.5
Sinking Ship,dechtron,902564,1,2,1,0.4
The town sonnets,dechtron,950,0,1,0,0.6
The girl in red,dechtron,950,0,1,0,0.3
Hotel Window,dechtron,26896000,1,2,1,0.6
Botticelli e Filippino,dechtron,7000,0,2,1,0.6
Ericksons,dechtron,10344000,1,1,0,0.45
BLUE SELLY 2,dechtron,3200,0,1,0,0.55
Censorship,dechtron,7500,0,1,0,0.4
You are beautiful,dechtron,2800,0,2,1,0.3
Portrait of the Artist and His Friends,dechtron,2618925,1,2,1,0.6
HOW MUCH,dechtron,25,0,1,0,0.1
Chorus,dechtron,4800,0,2,1,0.45
Tender Nurse,dechtron,2256000,1,2,1,0.3
Morning,dechtron,1100,0,1,0,0.2
Moth,dechtron,747825,1,2,1,0.25
Green Dress In Blue Space,dechtron,4500,0,1,0,0.6
Falling Figure with Bird,dechtron,1248000,1,2,1,0.35
Those Who Are Here Again,dechtron,824000,1,2,1,0.4
Camel Driver,dechtron,4500,0,1,0,0.15
Portrait-2,dechtron,950,0,1,0,0.2
1304,dechtron,6000,0,2,1,0.4
sleepy land,dechtron,65,0,1,0,0.05
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,dechtron,8000,0,1,0,0.05
Mapping the Soul,dechtron,35,0,0,0,0.05
Bobs World,dechtron,822400,1,2,1,0.4
Recompensa,dechtron,980,0,1,0,0.2
High Society,dechtron,968000,1,1,0,0.25
Jasmine,dechtron,4200,0,2,1,0.4
A Question of Balance,dechtron,950,0,2,1,0.55
Panic,dechtron,75,0,0,0,0.1
under the sun,dechtron,4800,0,2,1,0.55
abstract66,dechtron,7500,0,3,1,1
White line melody,dechtron,850,0,1,0,0.25
Lavender Mist,dechtron,420000,1,2,1,0.2
Figure 4,dechtron,17400000,1,1,0,0.3
Sharp Angle,dechtron,350,0,1,0,0.15
Colorado River,dechtron,192000,1,1,0,0.05
structure I,dechtron,50,0,0,0,0.1
Self-Portrait as Goofy-Foot,dechtron,744000,1,2,1,0.4
tree of life,dechtron,9000,0,1,0,0.3
Flannan,dechtron,936000,1,1,0,0.3
Calvary,dechtron,850,0,1,0,0.2
RED CHANGER,dechtron,9100,0,1,0,0.3
Samurai,dechtron,85,0,2,1,0.5
Standing Male Nude in the Shower,dechtron,1160000,1,2,1,0.4
Folly,dechtron,1200,0,2,1,0.4
a place,dechtron,60,0,1,0,0.2
Nude Aqua,dechtron,70,0,1,0,0.3
Bruce Bernard,dechtron,119556,1,2,1,0.4
Yellow spin,dechtron,6000,0,2,1,0.6
The still life with the flowers,dechtron,650,0,1,0,0.1
dance in the living room,dechtron,8000,0,1,0,0.15
Birdie View II,dechtron,1625,0,1,0,0.3
Rhythmic Structure,dechtron,4500,0,2,1,0.45
Dilusion,dechtron,750,0,1,0,0.5
On The Couch,megk,700,0,1,0,0.15
conversation with spoonbill,megk,50,0,1,0,0.1
Nu debout,megk,689600,1,1,0,0.2
ramana,megk,9600,0,1,0,0.1
Captives,megk,779200,1,1,0,0.1
Intruder,megk,20,0,2,1,0.6
Midsummer Night,megk,650,0,1,0,0.05
Waiting for the rain,megk,100,0,1,0,0.15
Flor,megk,800,0,1,0,0.15
Red Irises,megk,2500,0,2,1,0.6
celestial,megk,1900,0,1,0,0.1
Amazing land,megk,89,0,2,1,0.6
Lotus Rising,megk,14400,0,1,0,0.05
Mandala No3,megk,1500,0,1,0,0.1
Quality Material,megk,4408000,1,1,0,0.05
It is my thing this Evening,megk,4500,0,2,1,0.2
Untitled - P137,megk,1810276,1,2,1,0.4
Canada Two Toronto,megk,8550,0,1,0,0.2
Night,megk,1384000,1,1,0,0.15
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",megk,240000,1,1,0,0.1
Head and Bottle,megk,6536000,1,2,1,0.5
Keep Me Safe,megk,119556,1,1,0,0
Mouth #2,megk,2168000,1,1,0,0.1
M-39,megk,96000,1,1,0,0.25
Armenian Question,megk,288000,1,1,0,0.05
Lip-biter,megk,384000,1,1,0,0.07
Elemental 11,megk,675,0,1,0,0.15
Interval Series apolyo,megk,9000,0,2,1,0.4
Galloping Horse Blur,megk,1200,0,1,0,0.1
Squirrel Hole,megk,85,0,1,0,0.15
Red Scarf,megk,54000,1,2,1,0.2
Prelude,megk,7500,0,1,0,0.05
Asleep,megk,2500,0,1,0,0.05
muse 18,megk,3750,0,2,1,0.4
scarlet,megk,4000,0,1,0,0.1
Sinking Ship,megk,902564,1,1,0,0.05
The town sonnets,megk,950,0,2,1,0.4
The girl in red,megk,950,0,1,0,0.02
Hotel Window,megk,26896000,1,2,1,0.3
Botticelli e Filippino,megk,7000,0,1,0,0.05
Ericksons,megk,10344000,1,1,0,0.05
BLUE SELLY 2,megk,3200,0,1,0,0
Censorship,megk,7500,0,1,0,0
You are beautiful,megk,2800,0,1,0,0.1
Portrait of the Artist and His Friends,megk,2618925,1,2,1,0.15
HOW MUCH,megk,25,0,1,0,0.02
Chorus,megk,4800,0,3,1,0.5
Tender Nurse,megk,2256000,1,1,0,0.05
Morning,megk,1100,0,1,0,0.2
Moth,megk,747825,1,1,0,0
Green Dress In Blue Space,megk,4500,0,1,0,0.05
Falling Figure with Bird,megk,1248000,1,3,1,0.75
Those Who Are Here Again,megk,824000,1,1,0,0.02
Camel Driver,megk,4500,0,1,0,0.1
Portrait-2,megk,950,0,1,0,0.1
1304,megk,6000,0,3,1,0.75
sleepy land,megk,65,0,1,0,0.02
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,megk,8000,0,1,0,0.1
Mapping the Soul,megk,35,0,1,0,0.1
Bobs World,megk,822400,1,2,1,0.3
Recompensa,megk,980,0,2,1,0.6
High Society,megk,968000,1,2,1,0.4
Jasmine,megk,4200,0,1,0,0.15
A Question of Balance,megk,950,0,1,0,0.1
Panic,megk,75,0,0,0,0
under the sun,megk,4800,0,2,1,0.6
abstract66,megk,7500,0,3,1,0.6
White line melody,megk,850,0,1,0,0.4
Lavender Mist,megk,420000,1,2,1,0.4
Figure 4,megk,17400000,1,1,0,0.15
Sharp Angle,megk,350,0,1,0,0.2
Colorado River,megk,192000,1,1,0,0.1
structure I,megk,50,0,2,1,0.5
Self-Portrait as Goofy-Foot,megk,744000,1,0,0,0.02
tree of life,megk,9000,0,1,0,0.1
Flannan,megk,936000,1,1,0,0.15
Calvary,megk,850,0,1,0,0.2
RED CHANGER,megk,9100,0,2,1,0.6
Samurai,megk,85,0,1,0,0.25
Standing Male Nude in the Shower,megk,1160000,1,1,0,0.1
Folly,megk,1200,0,1,0,0.1
a place,megk,60,0,1,0,0.15
Nude Aqua,megk,70,0,1,0,0.05
Bruce Bernard,megk,119556,1,2,1,0.7
Yellow spin,megk,6000,0,1,0,0
The still life with the flowers,megk,650,0,2,1,0.5
dance in the living room,megk,8000,0,3,1,0.8
Birdie View II,megk,1625,0,1,0,0.15
Rhythmic Structure,megk,4500,0,1,0,0.1
Dilusion,megk,750,0,1,0,0.15
On The Couch,artcat,700,0,1,0,0.2
conversation with spoonbill,artcat,50,0,0,0,0.1
Nu debout,artcat,689600,1,0,0,0.1
ramana,artcat,9600,0,1,0,0.3
Captives,artcat,779200,1,1,0,0.5
Intruder,artcat,20,0,1,0,0.5
Midsummer Night,artcat,650,0,0,0,0.5
Waiting for the rain,artcat,100,0,1,0,0.3
Flor,artcat,800,0,0,0,0.5
Red Irises,artcat,2500,0,1,0,0.4
celestial,artcat,1900,0,1,0,0.2
Amazing land,artcat,89,0,1,0,0.3
Lotus Rising,artcat,14400,0,0,0,0.1
Mandala No3,artcat,1500,0,0,0,0.1
Quality Material,artcat,4408000,1,0,0,0.1
It is my thing this Evening,artcat,4500,0,1,0,0.2
Untitled - P137,artcat,1810276,1,1,0,0.1
Canada Two Toronto,artcat,8550,0,0,0,0.3
Night,artcat,1384000,1,0,0,0.1
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",artcat,240000,1,0,0,0.1
Head and Bottle,artcat,6536000,1,1,0,0.2
Keep Me Safe,artcat,119556,1,0,0,0
Mouth #2,artcat,2168000,1,1,0,0.1
M-39,artcat,96000,1,1,0,0.2
Armenian Question,artcat,288000,1,0,0,0.1
Lip-biter,artcat,384000,1,0,0,0.1
Elemental 11,artcat,675,0,0,0,0.1
Interval Series apolyo,artcat,9000,0,1,0,0.3
Galloping Horse Blur,artcat,1200,0,1,0,0.1
Squirrel Hole,artcat,85,0,1,0,0.1
Red Scarf,artcat,54000,1,1,0,0.2
Prelude,artcat,7500,0,0,0,0.1
Asleep,artcat,2500,0,1,0,0.2
muse 18,artcat,3750,0,0,0,0.1
scarlet,artcat,4000,0,1,0,0.1
Sinking Ship,artcat,902564,1,0,0,0.2
The town sonnets,artcat,950,0,2,1,0.3
The girl in red,artcat,950,0,0,0,0.2
Hotel Window,artcat,26896000,1,0,0,0.3
Botticelli e Filippino,artcat,7000,0,1,0,0.2
Ericksons,artcat,10344000,1,0,0,0.2
BLUE SELLY 2,artcat,3200,0,0,0,0.2
Censorship,artcat,7500,0,0,0,0.1
You are beautiful,artcat,2800,0,1,0,0.1
Portrait of the Artist and His Friends,artcat,2618925,1,1,0,0
HOW MUCH,artcat,25,0,0,0,0.3
Chorus,artcat,4800,0,1,0,0.1
Tender Nurse,artcat,2256000,1,1,0,0.2
Morning,artcat,1100,0,1,0,0.1
Moth,artcat,747825,1,0,0,0
Green Dress In Blue Space,artcat,4500,0,1,0,0.1
Falling Figure with Bird,artcat,1248000,1,2,1,0.2
Those Who Are Here Again,artcat,824000,1,0,0,0.1
Camel Driver,artcat,4500,0,0,0,0.1
Portrait-2,artcat,950,0,1,0,0.1
1304,artcat,6000,0,0,0,0.1
sleepy land,artcat,65,0,0,0,0.2
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,artcat,8000,0,1,0,0.2
Mapping the Soul,artcat,35,0,0,0,0.1
Bobs World,artcat,822400,1,0,0,0.2
Recompensa,artcat,980,0,1,0,0.2
High Society,artcat,968000,1,0,0,0.1
Jasmine,artcat,4200,0,0,0,0.2
A Question of Balance,artcat,950,0,1,0,0.2
Panic,artcat,75,0,1,0,0.1
under the sun,artcat,4800,0,2,1,0.2
abstract66,artcat,7500,0,3,1,0.3
White line melody,artcat,850,0,1,0,0.3
Lavender Mist,artcat,420000,1,1,0,0.2
Figure 4,artcat,17400000,1,1,0,0.2
Sharp Angle,artcat,350,0,0,0,0.1
Colorado River,artcat,192000,1,1,0,0.1
structure I,artcat,50,0,0,0,0.2
Self-Portrait as Goofy-Foot,artcat,744000,1,0,0,0.1
tree of life,artcat,9000,0,0,0,0.1
Flannan,artcat,936000,1,1,0,0.1
Calvary,artcat,850,0,1,0,0.1
RED CHANGER,artcat,9100,0,0,0,0.1
Samurai,artcat,85,0,0,0,0.2
Standing Male Nude in the Shower,artcat,1160000,1,0,0,0.1
Folly,artcat,1200,0,1,0,0.3
a place,artcat,60,0,0,0,0.2
Nude Aqua,artcat,70,0,1,0,0.1
Bruce Bernard,artcat,119556,1,0,0,0.2
Yellow spin,artcat,6000,0,1,0,0.2
The still life with the flowers,artcat,650,0,0,0,0.3
dance in the living room,artcat,8000,0,1,0,0.3
Birdie View II,artcat,1625,0,1,0,0.2
Rhythmic Structure,artcat,4500,0,1,0,0.2
Dilusion,artcat,750,0,1,0,0.3
On The Couch,924665922,700,0,1,0,0.2
conversation with spoonbill,924665922,50,0,0,0,0.15
Nu debout,924665922,689600,1,0,0,0.23
ramana,924665922,9600,0,2,1,0.34
Captives,924665922,779200,1,1,0,0.25
Intruder,924665922,20,0,0,0,0.33
Midsummer Night,924665922,650,0,1,0,0.55
Waiting for the rain,924665922,100,0,0,0,0.1
Flor,924665922,800,0,2,1,0.37
Red Irises,924665922,2500,0,0,0,0.27
celestial,924665922,1900,0,1,0,0.4
Amazing land,924665922,89,0,1,0,0.45
Lotus Rising,924665922,14400,0,0,0,0.2
Mandala No3,924665922,1500,0,2,1,0.5
Quality Material,924665922,4408000,1,3,1,0.66
It is my thing this Evening,924665922,4500,0,2,1,0.55
Untitled - P137,924665922,1810276,1,2,1,0.6
Canada Two Toronto,924665922,8550,0,1,0,0.42
Night,924665922,1384000,1,0,0,0.1
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",924665922,240000,1,0,0,0.25
Head and Bottle,924665922,6536000,1,2,1,0.45
Keep Me Safe,924665922,119556,1,1,0,0.17
Mouth #2,924665922,2168000,1,1,0,0.33
M-39,924665922,96000,1,0,0,0.1
Armenian Question,924665922,288000,1,2,1,0.45
Lip-biter,924665922,384000,1,1,0,0.55
Elemental 11,924665922,675,0,1,0,0.45
Interval Series apolyo,924665922,9000,0,3,1,0.67
Galloping Horse Blur,924665922,1200,0,1,0,0.35
Squirrel Hole,924665922,85,0,1,0,0.2
Red Scarf,924665922,54000,1,0,0,0.1
Prelude,924665922,7500,0,0,0,0.15
Asleep,924665922,2500,0,1,0,0.25
muse 18,924665922,3750,0,1,0,0.3
scarlet,924665922,4000,0,0,0,0.15
Sinking Ship,924665922,902564,1,1,0,0.2
The town sonnets,924665922,950,0,1,0,0.5
The girl in red,924665922,950,0,0,0,0.4
Hotel Window,924665922,26896000,1,3,1,0.55
Botticelli e Filippino,924665922,7000,0,2,1,0.4
Ericksons,924665922,10344000,1,2,1,0.65
BLUE SELLY 2,924665922,3200,0,2,1,0.5
Censorship,924665922,7500,0,1,0,0.3
You are beautiful,924665922,2800,0,2,1,0.45
Portrait of the Artist and His Friends,924665922,2618925,1,2,1,0.9
HOW MUCH,924665922,25,0,2,1,0.6
Chorus,924665922,4800,0,2,1,0.3
Tender Nurse,924665922,2256000,1,0,0,0.29
Morning,924665922,1100,0,1,0,0.65
Moth,924665922,747825,1,2,1,0.6
Green Dress In Blue Space,924665922,4500,0,2,1,0.6
Falling Figure with Bird,924665922,1248000,1,0,0,0.45
Those Who Are Here Again,924665922,824000,1,2,1,0.6
Camel Driver,924665922,4500,0,0,0,0.4
Portrait-2,924665922,950,0,1,0,0.37
1304,924665922,6000,0,2,1,0.75
sleepy land,924665922,65,0,3,1,0.69
THE 10th MILKY WAY 5th CONSTELLATION GALAXY OF TUUNES,924665922,8000,0,0,0,0.35
Mapping the Soul,924665922,35,0,1,0,0.35
Bobs World,924665922,822400,1,1,0,0.3
Recompensa,924665922,980,0,2,1,0.68
High Society,924665922,968000,1,1,0,0.6
Jasmine,924665922,4200,0,0,0,0.19
A Question of Balance,924665922,950,0,0,0,0.3
Panic,924665922,75,0,1,0,0.28
under the sun,924665922,4800,0,2,1,0.7
abstract66,924665922,7500,0,2,1,0.8
White line melody,924665922,850,0,0,0,0.23
Lavender Mist,924665922,420000,1,3,1,0.6
Figure 4,924665922,17400000,1,2,1,0.65
Sharp Angle,924665922,350,0,2,1,0.66
Colorado River,924665922,192000,1,2,1,0.66
structure I,924665922,50,0,0,0,0.25
Self-Portrait as Goofy-Foot,924665922,744000,1,0,0,0.2
tree of life,924665922,9000,0,1,0,0.33
Flannan,924665922,936000,1,2,1,0.75
Calvary,924665922,850,0,1,0,0.34
RED CHANGER,924665922,9100,0,0,0,0.25
Samurai,924665922,85,0,1,0,0.3
Standing Male Nude in the Shower,924665922,1160000,1,0,0,0.25
Folly,924665922,1200,0,2,1,0.52
a place,924665922,60,0,1,0,0.33
Nude Aqua,924665922,70,0,1,0,0.36
Bruce Bernard,924665922,119556,1,2,1,0.73
Yellow spin,924665922,6000,0,2,1,0.66
The still life with the flowers,924665922,650,0,0,0,0.3
dance in the living room,924665922,8000,0,2,1,0.27
Birdie View II,924665922,1625,0,1,0,0.28
Rhythmic Structure,924665922,4500,0,2,1,0.55
Dilusion,924665922,750,0,0,0,0.45
On The Couch,senseless,700,0,0,0,0.4
conversation with spoonbill,senseless,50,0,1,0,0.4
Nu debout,senseless,689600,1,0,0,0.2
ramana,senseless,9600,0,1,0,0.5
Captives,senseless,779200,1,1,0,0.5
Intruder,senseless,20,0,0,0,0.4
Midsummer Night,senseless,650,0,0,0,0.1
Waiting for the rain,senseless,100,0,1,0,0.7
Flor,senseless,800,0,1,0,0.4
Red Irises,senseless,2500,0,1,0,0.35
celestial,senseless,1900,0,1,0,0.4
Amazing land,senseless,89,0,1,0,0.4
Lotus Rising,senseless,14400,0,1,0,0.3
Mandala No3,senseless,1500,0,0,0,0.3
Quality Material,senseless,4408000,1,1,0,0.3
It is my thing this Evening,senseless,4500,0,1,0,0.6
Untitled - P137,senseless,1810276,1,1,0,0.55
Canada Two Toronto,senseless,8550,0,2,1,0.7
Night,senseless,1384000,1,2,1,0.4
"Untitled (Monsieur Francois Pinault, President du Groupe Artemis)",senseless,240000,1,0,0,0.25
Head and Bottle,senseless,6536000,1,2,1,0.5
Keep Me Safe,senseless,119556,1,0,0,0.15
Mouth #2,senseless,2168000,1,2,1,0.3
M-39,senseless,96000,1,1,0,0.5
Armenian Question,senseless,288000,1,2,1,0.4
Lip-biter,senseless,384000,1,1,0,0.5
Elemental 11,senseless,675,0,1,0,0.5
Interval Series apolyo,senseless,9000,0,2,1,0.5
Galloping Horse Blur,senseless,1200,0,1,0,0.4
Squirrel Hole,senseless,85,0,1,0,0.5
Red Scarf,senseless,54000,1,1,0,0.4
Prelude,senseless,7500,0,1,0,0.4
Asleep,senseless,2500,0,2,1,0.7
muse 18,senseless,3750,0,1,0,0.3
scarlet,senseless,4000,0,1,0,0.25
Sinking Ship,senseless,902564,1,1,0,0.35
The town sonnets,senseless,950,0,1,0,0.5
The girl in red,senseless,950,0,0,0,0.4
Hotel Window,senseless,26896000,1,1,0,0.4
Botticelli e Filippino,senseless,7000,0,1,0,0.3
Ericksons,senseless,10344000,1,2,1,0.7
BLUE SELLY 2,senseless,3200,0,1,0,0.3
Censorship,senseless,7500,0,1,0,0.2
You are beautiful,senseless,2800,0,1,0,0.1
Portrait of the Artist and His Friends,senseless,2618925,1,1,0,0.4
HOW MUCH,senseless,25,0,0,0,0.3
Chorus,senseless,4800,0,2,1,0.5
