state,expt city,subject,meta,own,actual
Illinois,Chicago,742x1f2,0.9,1,0
Illinois,Chicago,98pmr1,0.93,0,0
Illinois,Chicago,75ch2x1,0.7,0,0
Illinois,Chicago,64ps1x1,0.2,0,0
Illinois,Chicago,84nr7x1,1,1,0
Illinois,Chicago,86jr9x1,0.6,1,0
Illinois,Chicago,680k5x1,0.2,0,0
Illinois,Chicago,102ck1,0.5,0,0
Illinois,Chicago,106L151,0.6,0,0
Illinois,Chicago,60x03x1,0.5,1,0
Illinois,Chicago,99tfix1,0.6,1,0
Illinois,Chicago,72g2b1,0.9,1,0
Illinois,Chicago,58xob1,0.75,1,0
Illinois,Chicago,55xwx1,0.95,1,0
Illinois,Chicago,123y2x1,0.3,0,0
Illinois,Chicago,109m181,0.8,0,0
Illinois,Chicago,122vzx1,0.95,1,0
Illinois,Chicago,95dvx1,0.95,1,0
Illinois,Chicago,71v2x1,0.5,0,0
Indiana,Indianapolis,82pk5x1,0.65,1,1
Indiana,Indianapolis,93gb021,0.9,1,1
Indiana,Indianapolis,80pf3x1,0.45,1,1
Indiana,Indianapolis,78mt2x1,0.4,1,1
Indiana,Indianapolis,772h2x1,0.7,0,1
Indiana,Indianapolis,100hx091,0.95,1,1
Indiana,Indianapolis,83er6x1,0.95,1,1
Indiana,Indianapolis,107fk0x1,0.9,1,1
Indiana,Indianapolis,65mlx1,0.8,1,1
Indiana,Indianapolis,85jr8x1,0.55,0,1
Indiana,Indianapolis,76m2x1,0.95,1,1
Indiana,Indianapolis,63dv1x1,0.9,1,1
Indiana,Indianapolis,103kd0x1,0.7,1,1
Indiana,Indianapolis,742x1f2,0.75,1,1
Indiana,Indianapolis,98pmr1,0.95,1,1
Indiana,Indianapolis,75ch2x1,0.5,0,1
Indiana,Indianapolis,64ps1x1,0.8,1,1
Indiana,Indianapolis,84nr7x1,1,1,1
Indiana,Indianapolis,86jr9x1,0.4,1,1
Indiana,Indianapolis,680k5x1,0.6,1,1
Indiana,Indianapolis,102ck1,0.5,0,1
Indiana,Indianapolis,106L151,0.8,1,1
Indiana,Indianapolis,60x03x1,0.5,1,1
Indiana,Indianapolis,99tfix1,0.4,0,1
Indiana,Indianapolis,72g2b1,0.9,1,1
Indiana,Indianapolis,58xob1,0.75,1,1
Indiana,Indianapolis,55xwx1,0.95,1,1
Indiana,Indianapolis,123y2x1,0.7,1,1
Indiana,Indianapolis,109m181,0.7,0,1
Indiana,Indianapolis,122vzx1,0.9,1,1
Indiana,Indianapolis,95dvx1,0.6,1,1
Indiana,Indianapolis,71v2x1,0.5,1,1
Iowa,Des_Moines,82pk5x1,0.65,1,1
Iowa,Des_Moines,93gb021,0.9,1,1
Iowa,Des_Moines,80pf3x1,0.5,1,1
Iowa,Des_Moines,78mt2x1,0.4,1,1
Iowa,Des_Moines,772h2x1,0.75,1,1
Iowa,Des_Moines,100hx091,0.8,1,1
Iowa,Des_Moines,83er6x1,0.7,1,1
Iowa,Des_Moines,107fk0x1,0.95,1,1
Iowa,Des_Moines,65mlx1,0.5,0,1
Iowa,Des_Moines,85jr8x1,0.55,0,1
Iowa,Des_Moines,76m2x1,0.96,1,1
Iowa,Des_Moines,63dv1x1,0.95,1,1
Iowa,Des_Moines,103kd0x1,0.7,1,1
Iowa,Des_Moines,742x1f2,0.85,1,1
Iowa,Des_Moines,98pmr1,0.2,1,1
Iowa,Des_Moines,75ch2x1,0.5,1,1
Iowa,Des_Moines,64ps1x1,0.9,1,1
Iowa,Des_Moines,84nr7x1,0,0,1
Iowa,Des_Moines,86jr9x1,0.4,0,1
Iowa,Des_Moines,680k5x1,0.6,1,1
Iowa,Des_Moines,102ck1,0.5,0,1
Iowa,Des_Moines,106L151,0.8,1,1
Iowa,Des_Moines,60x03x1,0.5,1,1
Iowa,Des_Moines,99tfix1,0.5,1,1
Iowa,Des_Moines,72g2b1,0.6,1,1
Iowa,Des_Moines,58xob1,0.75,1,1
Iowa,Des_Moines,55xwx1,0.6,1,1
Iowa,Des_Moines,123y2x1,0.7,1,1
Iowa,Des_Moines,109m181,0.5,1,1
Iowa,Des_Moines,122vzx1,0.9,1,1
Iowa,Des_Moines,95dvx1,0.5,0,1
Iowa,Des_Moines,71v2x1,0.6,1,1
Kansas,Wichita,82pk5x1,0.6,0,0
Kansas,Wichita,93gb021,0.6,1,0
Kansas,Wichita,80pf3x1,0.6,1,0
Kansas,Wichita,78mt2x1,0.4,1,0
Kansas,Wichita,772h2x1,0.85,1,0
Kansas,Wichita,100hx091,0.48,0,0
Kansas,Wichita,83er6x1,0.6,0,0
Kansas,Wichita,107fk0x1,0.5,0,0
Kansas,Wichita,65mlx1,0.7,1,0
Kansas,Wichita,85jr8x1,0.4,0,0
Kansas,Wichita,76m2x1,0.95,0,0
Kansas,Wichita,63dv1x1,0.99,1,0
Kansas,Wichita,103kd0x1,0.6,0,0
Kansas,Wichita,742x1f2,0.76,1,0
Kansas,Wichita,98pmr1,0,0,0
Kansas,Wichita,75ch2x1,0.5,0,0
Kansas,Wichita,64ps1x1,0.1,0,0
Kansas,Wichita,84nr7x1,0.2,1,0
Kansas,Wichita,86jr9x1,0.5,0,0
Kansas,Wichita,680k5x1,0.5,0,0
Kansas,Wichita,102ck1,0.5,0,0
Kansas,Wichita,106L151,0.75,0,0
Kansas,Wichita,60x03x1,0.5,1,0
Kansas,Wichita,99tfix1,0.4,0,0
Kansas,Wichita,72g2b1,0.6,1,0
Kansas,Wichita,58xob1,0.5,1,0
Kansas,Wichita,55xwx1,0.8,0,0
Kansas,Wichita,123y2x1,0.3,0,0
Kansas,Wichita,109m181,0.5,1,0
Kansas,Wichita,122vzx1,1,0,0
Kansas,Wichita,95dvx1,0.5,0,0
Kansas,Wichita,71v2x1,0.5,1,0
Kentucky,Louisville,82pk5x1,0.5,1,0
Kentucky,Louisville,93gb021,0.75,1,0
Kentucky,Louisville,80pf3x1,0.4,0,0
Kentucky,Louisville,78mt2x1,0.4,0,0
Kentucky,Louisville,772h2x1,0.3,0,0
Kentucky,Louisville,100hx091,0.05,0,0
Kentucky,Louisville,83er6x1,0.5,0,0
Kentucky,Louisville,107fk0x1,0.1,0,0
Kentucky,Louisville,65mlx1,0.8,1,0
Kentucky,Louisville,85jr8x1,0.3,0,0
Kentucky,Louisville,76m2x1,0.8,0,0
Kentucky,Louisville,63dv1x1,0.99,1,0
Kentucky,Louisville,103kd0x1,0.7,1,0
Kentucky,Louisville,742x1f2,0.75,1,0
Kentucky,Louisville,98pmr1,0,0,0
Kentucky,Louisville,75ch2x1,0.5,1,0
Kentucky,Louisville,64ps1x1,0.1,0,0
Kentucky,Louisville,84nr7x1,0.3,1,0
Kentucky,Louisville,86jr9x1,0.5,0,0
Kentucky,Louisville,680k5x1,0.4,0,0
Kentucky,Louisville,102ck1,0.5,0,0
